sample_id,morphology_v3,k5,k6,k7,k8,k9
26f6e42af25b04,涨幅微弱型,1,3,2,2,2
26fadc8d0570bd,快速稳定型,2,6,6,1,6
27002ff336139f,后期加速上升型,3,6,5,3,9
2731452f6cafa8,先降后升型,5,2,7,5,7
275dce5cb4dc8b,后期加速上升型,3,4,4,5,7
277a9708a89f3e,涨幅微弱型,5,2,7,2,1
27847024c7d3b2,涨幅微弱型,5,2,7,2,1
278fb4f7093653,复杂波动或待判型,3,4,4,3,2
279abea03d0069,后期加速上升型,4,5,5,4,8
27a4499606d142,涨幅微弱型,5,2,7,2,1
27a7eb99ef86a8,渐进上升型,4,1,3,6,5
27aa2fe48c8ae5,涨幅微弱型,5,2,7,2,1
27d8b16ad22f60,降压主导型,1,3,2,7,4
27e7d00bd0e564,稳定缓升型,3,4,6,3,9
281553ff9508e7,后期加速上升型,3,4,4,5,7
282d081a3f0242,先降后升型,1,3,2,7,4
2883e4a723c849,渐进上升型,4,1,3,6,5
28c1c4b94cf94a,快速稳定型,2,6,6,1,6
28cba86b27aedd,涨幅微弱型,5,2,7,2,1
28ccc14fe6edfd,涨幅微弱型,5,2,7,2,2
28e694718b13e5,涨幅微弱型,1,3,2,7,4
28fa5e7fd21f4f,冲高回落型,3,4,4,3,2
28fa775aaefeb4,涨幅微弱型,5,2,7,2,1
29003ea4cb4893,稳定缓升型,2,6,1,8,3
291c1197b39ee4,稳定缓升型,2,6,6,1,6
2925ca8d53dd49,涨幅微弱型,5,2,7,2,1
29474e29b6ae2a,后期加速上升型,4,5,5,4,8
294869910f125a,涨幅微弱型,1,3,2,7,4
2952a3ba06c5aa,先降后升型,3,4,4,5,7
296927b9df7514,稳定缓升型,2,1,6,1,6
298625a9e1a17a,涨幅微弱型,5,2,7,2,1
29968b218aec43,降压主导型,1,3,2,7,4
29dbf3f2c66062,后期加速上升型,3,4,4,5,7
29e537c9702bfa,渐进上升型,4,1,3,6,5
2a0498124b4d4f,后期加速上升型,4,5,5,4,8
2a20d649ca9bcf,降压主导型,1,3,2,7,4
2a280380e90abd,渐进上升型,4,1,3,6,5
2a5fd11e9d33d1,涨幅微弱型,5,2,7,2,2
2a6599e5f5ccf2,稳定缓升型,3,4,4,3,9
2a734542b743a2,涨幅微弱型,5,2,7,2,1
2a83f995666bd3,先降后升型,3,4,4,5,7
2ac12a6251185c,渐进上升型,4,1,3,6,5
2b074b52bd0cfd,涨幅微弱型,5,2,7,2,2
2b10c9b8b271d5,后期加速上升型,4,5,5,4,8
2b431717a7c78b,涨幅微弱型,1,3,2,7,4
2b77a48dd941ff,渐进上升型,4,1,6,1,6
2b9d7114626960,涨幅微弱型,5,2,7,2,2
2bfdf49e20ac3a,渐进上升型,4,1,6,3,9
2c0be9979efd33,涨幅微弱型,1,3,2,7,4
2c2944aef1842b,稳定缓升型,3,4,4,3,9
2c36044ca1b399,涨幅微弱型,5,2,7,2,1
2c4e6555dfb4e3,涨幅微弱型,1,3,2,7,4
2c73d067a29c5f,降压主导型,1,3,2,7,4
2cc7de01bea2cf,后期加速上升型,4,5,5,4,8
2cd93a3f5b6b97,涨幅微弱型,1,3,2,7,4
2cf6810106e83b,涨幅微弱型,1,2,7,2,1
2d150f573c9948,降压主导型,1,3,2,7,4
2d248856ed0b3e,稳定缓升型,2,6,6,1,6
2d25642adea42d,涨幅微弱型,5,2,7,2,1
2d2d61197d331f,稳定缓升型,4,1,3,6,5
2d33275db72531,先降后升型,2,6,1,8,3
2d42f832c27f6f,快速稳定型,2,6,6,1,6
2d46112a46b3f0,快速稳定型,2,6,6,1,6
2d4adcab6b933d,后期加速上升型,4,5,5,4,8
2d8791473a04a7,后期加速上升型,3,4,4,3,9
2d88325d451e28,稳定缓升型,4,1,3,6,5
2d8b960caa0692,降压主导型,1,3,2,7,4
2d92430544929e,稳定缓升型,3,4,4,5,2
2db60bf76dcf00,稳定缓升型,4,5,5,4,8
2dbac17f70a882,涨幅微弱型,5,2,7,2,1
2e245bcbf93129,渐进上升型,3,4,4,5,2
2e352172c08383,稳定缓升型,3,4,4,3,9
2e5477158e8e50,后期加速上升型,4,1,3,6,5
2e6366ac001f0c,降压主导型,1,3,2,7,4
2e660b03d05cff,冲高回落型,1,3,2,7,4
2e93cd70700b93,快速稳定型,2,6,6,1,6
2e9cec47fe39b5,涨幅微弱型,5,2,7,2,1
2eb1d992cfe37c,涨幅微弱型,1,3,2,7,4
2eb801c5c88ed3,降压主导型,1,3,2,7,4
2eb92eb6d72028,先降后升型,3,4,4,5,7
2ec37727adacf5,先降后升型,1,3,2,5,7
2ecf302d1f133e,稳定缓升型,2,1,6,1,9
2ed7b6d79e1817,涨幅微弱型,5,2,7,2,1
2ede09ce85d0a8,渐进上升型,4,1,3,3,9
2ef1828a57b910,涨幅微弱型,5,2,7,2,1
2f23a5ac1e7e26,涨幅微弱型,5,2,7,2,1
2f34562203057e,快速稳定型,3,4,4,3,2
2f46ac60737759,降压主导型,1,3,2,7,4
2f734a61a7f0cd,稳定缓升型,2,1,6,1,6
2f7c3b7b688a2a,后期加速上升型,3,5,5,4,8
2f84b894527c72,后期加速上升型,3,5,5,4,9
2fa875487acb77,涨幅微弱型,5,2,7,2,1
2fb6a42d87fadd,稳定缓升型,2,1,6,1,9
2fccbc017c5a61,后期加速上升型,3,5,5,4,8
2fd0bb5ff53f75,涨幅微弱型,1,3,2,7,4
2fdadfab8a36e4,快速稳定型,2,6,1,8,3
2ff1907e5978ba,涨幅微弱型,5,2,7,2,1
2ffa87299aa599,稳定缓升型,2,1,6,1,6
301dbc64663ccc,渐进上升型,4,1,6,1,9
3039c7f5d1bba2,后期加速上升型,4,1,3,6,5
303c86f669aa8d,后期加速上升型,2,6,1,8,3
304354494e50ff,后期加速上升型,4,5,5,4,8
304e31ef0b6cf6,涨幅微弱型,5,2,7,2,1
306e19b58ef900,后期加速上升型,4,5,5,4,8
307439eb46edaa,降压主导型,1,3,2,7,4
307a2ad7cb4f3d,渐进上升型,4,1,3,6,5
3084a372866127,后期加速上升型,3,5,5,3,9
3087ce5b3a03f0,涨幅微弱型,5,2,7,2,1
30a6cd74002b9c,后期加速上升型,3,5,5,4,9
30c8cae0d8d947,涨幅微弱型,5,2,7,2,1
30f7504b607240,涨幅微弱型,5,2,7,2,1
31109b441ae974,渐进上升型,4,1,3,6,5
3134511acd1355,涨幅微弱型,5,2,7,2,1
313bcc73ae07e3,降压主导型,1,3,2,7,4
31414469e3290a,稳定缓升型,3,4,4,3,9
315719fb1afa3a,涨幅微弱型,1,3,2,7,4
317bb1bd34ddab,先降后升型,3,4,4,5,7
3196989e5fc0db,后期加速上升型,3,4,4,5,7
31992bb5212732,后期加速上升型,3,4,4,3,9
31cafddc6c76c5,渐进上升型,4,1,6,1,6
31cb5c3ef400e9,稳定缓升型,2,6,6,1,6
31dddced0c4992,稳定缓升型,2,6,1,8,3
31f5594cea6b6b,涨幅微弱型,5,2,7,2,1
31fd95d49e6fa4,涨幅微弱型,5,2,7,2,1
32005902d30853,冲高回落型,2,1,6,1,6
320eb3145e2856,后期加速上升型,2,6,1,8,3
3216d10ede359c,涨幅微弱型,5,2,7,2,1
3251d8f5a9765e,涨幅微弱型,1,3,2,7,4
326966502c8184,后期加速上升型,4,5,5,4,8
328191ae892bbd,降压主导型,1,3,2,7,4
328b01bed37cea,后期加速上升型,3,4,4,5,7
32a40a728546c5,快速稳定型,2,6,6,1,6
32a535815baf5a,渐进上升型,4,1,6,1,6
32ab562d7bc224,后期加速上升型,3,4,4,5,7
32c6847c913d28,降压主导型,1,3,2,7,4
32d3ccc3b7473b,降压主导型,1,3,2,7,4
32d692fff9b47d,稳定缓升型,2,6,1,8,3
330e4d1fb7f9b0,稳定缓升型,3,4,4,3,9
3332f98ca27cf4,涨幅微弱型,5,2,7,2,1
3333868133f742,涨幅微弱型,5,2,7,2,1
333c369ad02ddb,降压主导型,1,3,2,7,4
334816ca95a240,涨幅微弱型,3,4,4,5,2
334b333cede204,后期加速上升型,3,5,5,4,9
33772d4b4dec7d,降压主导型,1,3,2,7,4
338003a0efb054,稳定缓升型,2,1,6,1,6
3387a25bf398fb,快速稳定型,2,6,1,8,3
33cbfa73aab135,稳定缓升型,3,4,4,3,9
33ccfcbccded0b,渐进上升型,4,1,3,6,5
33f18f83bc6b03,稳定缓升型,5,4,4,5,2
3432d5e826086f,后期加速上升型,2,6,1,8,3
34368fd7f03a49,稳定缓升型,3,4,4,5,2
34466b5a5677d2,涨幅微弱型,5,2,7,2,1
3448a58788d554,稳定缓升型,2,1,6,1,6
345297a63aae53,涨幅微弱型,5,2,7,2,1
345e5c9bef3db5,稳定缓升型,3,1,6,3,9
3461245a6c4bad,冲高回落型,2,6,6,1,6
34852d4aa223b4,涨幅微弱型,5,2,7,2,1
3489eeaa3ac558,渐进上升型,4,1,3,6,5
34a213582ab672,渐进上升型,3,4,4,3,9
34c00e3297b31e,渐进上升型,4,1,6,1,9
34c4fa2cd34d23,后期加速上升型,3,4,4,3,9
34cfe03c8b1af4,涨幅微弱型,5,2,7,2,1
34d3c5d0130a83,渐进上升型,3,4,4,3,2
34e45e1aa83b48,涨幅微弱型,1,3,2,7,4
34ef30eacb9f7c,涨幅微弱型,5,2,7,2,1
34fe8a559bb221,涨幅微弱型,1,3,2,7,4
35147c7e8efac0,后期加速上升型,3,5,5,4,9
354576fb2c9383,后期加速上升型,3,4,4,3,9
3547163fb41b3f,复杂波动或待判型,2,6,1,8,3
3547db0223e168,涨幅微弱型,5,2,7,2,1
355195f51ed14c,涨幅微弱型,5,2,7,2,1
3571be42766879,稳定缓升型,4,5,6,3,9
35781634743c6e,降压主导型,1,3,2,7,4
35ad885ffa8f52,稳定缓升型,4,1,6,1,6
35d0fa91c5ecf9,降压主导型,1,3,2,7,4
35ef4f554f4c2a,涨幅微弱型,5,2,7,5,7
35f5122a23322d,先降后升型,5,2,7,5,7
36062e8d085b3d,涨幅微弱型,5,2,7,2,1
36276dc927c6e1,复杂波动或待判型,3,4,4,5,2
3634f8de1ab85c,后期加速上升型,4,5,5,4,8
36366860bbacdb,降压主导型,1,3,2,7,4
3643cf7d78a7b6,稳定缓升型,2,6,6,1,6
3643f93ca5b24c,先降后升型,3,4,4,5,7
36525a655fb92c,后期加速上升型,3,4,4,5,7
3655696090d350,涨幅微弱型,5,2,7,2,1
367e9f180ec69a,涨幅微弱型,5,2,7,2,1
368512d2ec5854,涨幅微弱型,1,3,2,7,4
369c145d6e4209,冲高回落型,1,3,2,7,2
36d3979007f01a,稳定缓升型,2,6,6,1,6
36d55f755b0bb3,涨幅微弱型,1,3,2,7,4
36eb8e400103b1,降压主导型,1,3,2,7,4
36f6287eaa4813,稳定缓升型,2,6,1,8,3
370a2437c226b1,涨幅微弱型,5,2,7,2,1
3723616cca9449,渐进上升型,4,1,6,1,6
3727a7dfde75ab,渐进上升型,4,1,3,6,5
37485de2cdaa5d,渐进上升型,4,1,3,6,5
3766de9c454d31,涨幅微弱型,5,2,7,2,1
376aff7c3f1864,渐进上升型,3,4,4,3,9
376b2f33776044,后期加速上升型,4,5,5,4,8
378d4da8a29692,稳定缓升型,4,1,6,1,9
3790e075859faa,涨幅微弱型,5,2,7,2,2
379b4a60562602,涨幅微弱型,1,3,2,7,4
37df52d96fa2d6,涨幅微弱型,5,2,7,2,1
37df8b844430bb,涨幅微弱型,1,3,2,7,4
37e8e43eb8d1b3,降压主导型,1,3,2,7,4
37efa2f701c0c4,后期加速上升型,3,4,4,5,7
37feb22c34f013,涨幅微弱型,1,3,2,7,4
381004f88d0840,涨幅微弱型,1,3,2,7,4
383caff6a8103a,复杂波动或待判型,3,4,4,5,7
3861c707c87620,后期加速上升型,3,4,4,5,7
3865210cd19dad,后期加速上升型,3,4,4,5,7
386719f4ad0628,涨幅微弱型,5,2,7,2,1
38734833a5302a,涨幅微弱型,5,2,7,2,1
38ad4d2824440f,降压主导型,1,3,2,7,4
38b001527c47aa,渐进上升型,4,1,6,1,6
38ccd050f26afb,涨幅微弱型,5,2,7,2,1
38d9212455fa69,涨幅微弱型,5,2,7,2,1
39107df6e4db8c,涨幅微弱型,5,2,7,2,1
3932a075d5be51,后期加速上升型,3,4,4,5,7
393b351440627c,后期加速上升型,3,5,5,4,8
394eccc7d0bc49,涨幅微弱型,5,2,7,2,1
3957398b6f0551,后期加速上升型,3,4,4,5,7
3958c00a53f7a0,稳定缓升型,4,1,6,1,6
39760b896ec8c7,涨幅微弱型,5,2,7,2,1
397d42dcdd100b,后期加速上升型,3,4,4,5,7
398db991466ef4,渐进上升型,4,1,3,6,5
39bdb0bf67004f,降压主导型,1,3,2,7,4
39c6f4cf109f55,后期加速上升型,3,5,5,5,7
39da2daccfe400,后期加速上升型,3,5,5,4,8
39e8aae61ee6d9,涨幅微弱型,5,2,7,2,1
39fe9fa7599220,涨幅微弱型,5,2,7,2,2
39ff1920c4ed3c,涨幅微弱型,5,2,7,2,1
3a25803391681e,涨幅微弱型,5,2,7,2,1
3a2f396959e72f,稳定缓升型,3,5,5,3,9
3a51488c24abde,快速稳定型,2,6,1,8,3
3a5f8f19ea399f,降压主导型,1,3,2,7,4
3a68f96fbfc864,复杂波动或待判型,1,3,2,7,4
3aa43d2f98776c,冲高回落型,1,3,2,7,2
3aa6d77e508697,渐进上升型,4,1,3,6,5
3ab9a7416dc187,复杂波动或待判型,3,4,4,3,2
3abcf3767d6a78,冲高回落型,3,4,6,3,2
3ac4ffb8a75a7c,后期加速上升型,3,4,4,5,7
3acaea1e80e7bf,快速稳定型,2,6,1,8,3
3adcae36af1955,先降后升型,3,4,4,5,7
3ae99e5c7bb419,降压主导型,1,3,2,7,4
3b0e5e1a21a443,涨幅微弱型,5,2,7,2,1
3b178ac817d6f1,快速稳定型,2,6,1,8,3
3b18df97cfbc77,渐进上升型,4,1,3,6,5
3b1e8a86bb8a60,降压主导型,1,3,2,7,4
3b3d7ad126d45e,稳定缓升型,2,6,6,1,6
3b424fecc72b4e,复杂波动或待判型,5,4,4,5,2
3b4e8d305da8a3,快速稳定型,2,6,6,3,9
3b5039c9797bcf,涨幅微弱型,5,2,7,2,1
3b516ecffebbb8,复杂波动或待判型,2,6,1,8,3
3b6e4647481522,后期加速上升型,4,5,5,4,8
3ba56a9b75e7cc,渐进上升型,4,1,3,6,5
3bdce133f83913,渐进上升型,4,1,3,6,5
3bee2037a116d0,后期加速上升型,4,5,5,4,8
3c524d22353020,后期加速上升型,5,4,4,5,7
3c7f5bad275db1,涨幅微弱型,1,3,2,7,4
3c856183ce410b,后期加速上升型,3,4,4,5,7
3cbb7f8c4970c1,复杂波动或待判型,2,6,1,8,3
3cc201da65a9c7,后期加速上升型,5,2,7,5,7
3cc652bcf5c4af,后期加速上升型,3,4,4,5,7
3cefaf4873f89e,冲高回落型,1,3,2,7,2
3d0b2e52e7b954,冲高回落型,2,6,6,1,6
3d0c11cbf54c37,先降后升型,3,4,4,5,7
3d33db1ab61050,稳定缓升型,3,4,4,3,9
3d3a8a325ab09a,涨幅微弱型,5,4,4,5,2
3d491a7248842a,涨幅微弱型,5,2,7,2,2
3d87616650f5ff,后期加速上升型,4,5,5,4,8
3d89f75850d4c6,稳定缓升型,4,1,6,3,9
3d8a43f8864b02,渐进上升型,4,1,6,3,9
3d928b1536eda0,稳定缓升型,3,4,4,3,2
3daea777d1d5ee,涨幅微弱型,5,2,7,2,1
3db2beeed2d287,后期加速上升型,3,4,4,3,9
3e1fb34aa91a4e,稳定缓升型,2,6,6,1,6
3e29f2fc09b0a7,稳定缓升型,3,4,4,3,9
3e5c70f85fa081,涨幅微弱型,5,2,7,2,1
3e6b1aab5291f8,快速稳定型,5,2,7,2,2
3e8b04d83f6c19,后期加速上升型,3,4,4,3,9
3e93fc4eebd6ee,复杂波动或待判型,5,4,4,3,2
3eb41ba1a46128,涨幅微弱型,5,2,7,2,1
3eb85a30eaa507,涨幅微弱型,5,2,7,2,1
3ebb362c161a5a,涨幅微弱型,5,2,7,2,1
3f193f9fd04070,降压主导型,1,3,2,7,4
3f1a8984219799,先降后升型,3,4,4,5,7
3f3a91e8d82ef8,涨幅微弱型,5,2,7,2,2
3f46d384a23340,稳定缓升型,4,1,3,1,6
3f58f5e1f0185a,降压主导型,1,3,2,7,4
3f730dd8f7cc17,渐进上升型,4,1,6,1,6
3fea614fceb3f6,快速稳定型,2,6,6,1,6
3feab41693bf09,稳定缓升型,4,5,5,4,8
3ff8edcd4fe764,稳定缓升型,2,6,6,1,6
40085c484995d4,后期加速上升型,4,5,5,4,8
40097c2fc7a30e,冲高回落型,1,3,2,7,4
40306b69ad92a0,稳定缓升型,4,1,3,6,5
403100c565e2d5,复杂波动或待判型,2,6,1,8,3
4038e0c81ed159,后期加速上升型,3,4,4,5,7
40571daf7514c8,涨幅微弱型,1,3,2,7,4
4065ac9744f0f2,渐进上升型,3,4,4,5,7
4066f4fa56bb78,后期加速上升型,3,4,4,3,9
406d09ac022641,渐进上升型,3,4,6,3,9
407e233ec9ab7a,渐进上升型,4,1,6,1,6
40950e2c560337,涨幅微弱型,1,3,2,7,4
40987312f782b2,后期加速上升型,3,4,4,5,7
40a6ad54b533a0,涨幅微弱型,5,2,7,2,1
40c96d8fa1a4f0,后期加速上升型,3,4,4,5,7
40ce93577695eb,降压主导型,1,3,2,7,4
40edf094e9afae,渐进上升型,4,1,6,3,9
412b3dd53d5a5e,快速稳定型,2,6,1,8,3
4133e5ffc20b3c,稳定缓升型,2,1,6,1,6
415b90b7f7dde0,降压主导型,1,3,2,7,4
415ef1d4af0117,涨幅微弱型,5,2,7,2,1
4167d471bb9ece,涨幅微弱型,5,2,7,2,1
41774b2542263e,后期加速上升型,4,5,5,4,8
4192501b6a7f1b,涨幅微弱型,5,2,7,2,1
41997f2cb0f44d,后期加速上升型,3,4,4,5,7
41aa346b9a1c50,涨幅微弱型,3,4,4,5,2
41dacfc12b3b34,快速稳定型,5,2,7,2,2
41f13828806f3c,渐进上升型,4,1,3,3,9
4203ec0a8ef59e,先降后升型,3,4,4,5,7
420d63789cadff,涨幅微弱型,5,2,7,2,1
42149c422846bd,降压主导型,1,3,2,7,4
424214c7f7d605,涨幅微弱型,5,2,7,2,1
424701276b77e4,冲高回落型,2,6,1,8,3
425ccf061b0b82,渐进上升型,3,4,4,5,7
4274db635d3067,涨幅微弱型,1,3,2,7,4
427c6d882be0d4,后期加速上升型,3,4,4,5,7
42840c4d4accc2,快速稳定型,2,6,6,1,6
4287f18cd3936d,涨幅微弱型,5,2,7,2,1
42ed9937c45a84,涨幅微弱型,5,4,4,5,2
43313c5d383c1d,稳定缓升型,2,6,1,8,3
4350fa8ebd8b21,后期加速上升型,4,5,5,4,8
43694d136d750f,后期加速上升型,4,1,3,6,5
436d9ccf950cf7,后期加速上升型,3,4,4,5,7
437ce3818c71b2,稳定缓升型,2,6,1,8,3
4399c5bac367ec,稳定缓升型,2,6,1,8,3
43a188055ebaa4,渐进上升型,4,1,3,6,5
43b3812d10b5d9,渐进上升型,5,2,7,2,2
43be489b98a6d5,涨幅微弱型,5,2,7,2,1
43d1aabd0cfd37,快速稳定型,3,4,4,3,2
43ebbbadd2f73b,先降后升型,3,4,4,5,7
4419c63964c15c,快速稳定型,2,6,6,1,6
444c2d53436059,涨幅微弱型,5,2,7,2,1
444d5d1259bca2,稳定缓升型,4,1,6,3,9
4455da6ac8f069,涨幅微弱型,5,2,7,2,1
44708cb31b52ff,稳定缓升型,2,6,6,1,6
44754145b644f6,涨幅微弱型,5,2,7,2,1
448645fa04a2e3,后期加速上升型,3,4,4,5,7
44b8e1a1b0f03e,稳定缓升型,2,6,6,1,6
44beaf82320181,涨幅微弱型,5,2,7,2,2
44c57297836ba5,涨幅微弱型,1,3,2,7,4
44cb8328e65581,渐进上升型,3,4,4,3,2
44db62b5714126,降压主导型,1,3,2,7,4
44fa59338dda84,涨幅微弱型,5,2,7,2,1
4504c38be125f3,后期加速上升型,2,6,1,8,3
4523def2616b83,渐进上升型,4,1,3,6,5
453b4b3c1da95f,涨幅微弱型,1,3,2,7,4
453df0d91b6456,后期加速上升型,3,5,5,4,7
453f399df82ddc,复杂波动或待判型,2,6,1,8,3
45515238b8292a,稳定缓升型,2,6,6,1,6
456d3cd79dfaa0,涨幅微弱型,5,2,7,2,1
4584963975611d,稳定缓升型,2,6,6,1,6
458b97da85e8c5,稳定缓升型,3,4,6,3,9
458cba35d01815,稳定缓升型,2,1,6,1,6
4599832292995c,涨幅微弱型,3,4,4,5,2
45a0d21604d5df,稳定缓升型,3,4,4,3,9
45caa9f963a664,先降后升型,5,2,4,5,7
45d1e787889bdd,涨幅微弱型,5,2,7,5,2
45d8ee941388f7,渐进上升型,3,1,6,3,9
45dd2de67edce5,涨幅微弱型,5,2,7,2,1
45f5077701b03a,快速稳定型,2,6,6,1,6
45fb20fcb8887c,稳定缓升型,2,6,1,8,3
4600a49e6fc6db,涨幅微弱型,5,2,7,2,1
4603885dd27596,降压主导型,1,3,2,7,4
461605d379cd23,先降后升型,3,4,4,3,9
4631b145530760,后期加速上升型,3,5,5,4,8
4650ab430399fe,降压主导型,1,3,2,7,4
466a7e6ba86a5d,涨幅微弱型,5,2,7,2,1
466aba89b68ff4,冲高回落型,5,2,7,2,1
46a656398e8198,降压主导型,1,3,2,7,4
46a8b9726e00b2,涨幅微弱型,5,2,7,2,1
46b08860fa7b4e,降压主导型,1,3,2,7,4
46c6293b5c6d82,后期加速上升型,3,4,4,5,7
46d68350c5b0d6,涨幅微弱型,5,2,7,2,1
46f9c5c6b10789,快速稳定型,2,6,1,8,3
46fc4c1f905276,涨幅微弱型,1,3,2,7,4
471b6a4ada2923,降压主导型,1,3,2,7,4
47278024ed081f,稳定缓升型,4,1,6,3,9
472b9c36d68c62,涨幅微弱型,5,2,7,2,1
472fa4f7c7e35a,后期加速上升型,3,4,4,5,7
4739e684861ce2,渐进上升型,4,1,6,3,9
4762ff6c68f76c,冲高回落型,1,3,2,7,4
4779a893fed0ed,涨幅微弱型,1,3,2,7,4
477e0c311a5d26,渐进上升型,4,1,3,6,5
478b02f4d0ef8a,涨幅微弱型,5,2,7,2,1
47bf973a93e986,后期加速上升型,3,5,5,4,8
47cd4741a3b375,渐进上升型,4,1,6,1,6
47de5060f86379,涨幅微弱型,5,2,7,2,1
47e88900427264,涨幅微弱型,5,2,7,2,1
47fab25f488178,涨幅微弱型,5,2,7,2,1
4806e8f85ae9da,后期加速上升型,3,5,5,3,9
480b6b035df8b5,降压主导型,1,3,2,7,4
48122bc79bc841,复杂波动或待判型,2,6,1,8,3
481abd45fbb6e9,后期加速上升型,3,4,4,5,7
4826f867967b99,后期加速上升型,3,4,4,5,7
4829766de59363,渐进上升型,4,1,3,6,5
482bfc279a7cce,后期加速上升型,3,4,4,5,7
487524a08a9709,涨幅微弱型,5,2,7,2,1
48787d3e379b35,后期加速上升型,2,6,1,8,3
4882a814449645,快速稳定型,2,6,6,1,6
48a6c3981a6853,后期加速上升型,3,4,4,5,7
48ec4487eabd44,涨幅微弱型,5,2,7,2,2
48fb18f7deb1a5,稳定缓升型,4,1,3,6,5
490ba78f484bd8,后期加速上升型,3,5,5,5,7
49111a216d79c2,渐进上升型,4,1,6,1,6
49296c1bccb738,后期加速上升型,3,5,5,5,7
492bd946a159b1,涨幅微弱型,1,3,2,7,4
493165f436e777,后期加速上升型,5,2,7,5,7
4933bfcd27e8d9,涨幅微弱型,5,2,7,2,1
493ae76710867e,降压主导型,1,3,2,7,4
494784e6d3e0b7,涨幅微弱型,5,2,7,2,1
4978fa9c55f6b9,降压主导型,1,3,2,7,4
49826c0c1be83f,涨幅微弱型,5,2,7,2,1
49cb30f7213982,渐进上升型,4,1,3,3,9
49e27c1230a828,涨幅微弱型,5,2,7,2,1
49f44136800860,降压主导型,1,3,2,7,4
49f6dbf680372a,快速稳定型,3,4,4,3,2
4a45b854e90155,降压主导型,1,3,2,7,4
4a46ec6115d48e,涨幅微弱型,5,2,7,2,1
4a57e38b2be911,渐进上升型,4,1,3,6,5
4a620aa02416fa,渐进上升型,4,1,3,6,5
4a628621f690dc,涨幅微弱型,1,3,2,7,4
4a88cb1457025e,渐进上升型,3,4,4,3,9
4ab3b22f1fce58,后期加速上升型,3,5,5,4,9
4ac9c72b3446ed,后期加速上升型,4,5,5,4,8
4add6127a73f9f,降压主导型,1,3,2,7,4
4ae367e596b0a6,先降后升型,2,6,5,4,9
4ae4fb614dc242,降压主导型,1,3,2,7,4
4ae982342c42a0,后期加速上升型,3,5,5,4,7
4aef725b676b4d,涨幅微弱型,5,2,7,2,1
4af7e143ab0055,稳定缓升型,2,6,1,8,3
4b12b84f1d7be3,涨幅微弱型,5,2,7,2,1
4b45586405f03c,降压主导型,1,3,2,7,4
4b4e091a606301,后期加速上升型,3,5,5,4,9
4b8fcd45d21991,涨幅微弱型,5,2,7,2,1
4bb0a1760e5611,后期加速上升型,3,4,4,3,9
4bc04bade68f4f,稳定缓升型,2,6,1,8,3
4bcc85fd501732,涨幅微弱型,5,2,7,2,1
4bd702071e8892,涨幅微弱型,5,2,7,2,1
4bdf87159a63cb,涨幅微弱型,5,2,7,2,1
4c256282b2a506,稳定缓升型,2,1,6,1,6
4c286394433479,涨幅微弱型,5,2,7,2,1
4c3a8ffba737d0,渐进上升型,3,4,4,3,9
4c42f0fcc6f7a0,快速稳定型,2,1,6,1,6
4c4e8a3e79088a,后期加速上升型,4,1,3,6,5
4c64939859d8ca,先降后升型,5,2,7,5,7
4c85b715e20c68,后期加速上升型,3,4,4,3,9
4ca4c15d9c8953,后期加速上升型,3,4,4,3,9
4ca6da4047a6dd,快速稳定型,3,4,4,3,2
4ccf5aa55da573,先降后升型,5,4,4,5,7
4ce61856ead5b8,后期加速上升型,3,5,5,4,8
4cf7738d4e7e48,后期加速上升型,3,4,4,3,9
4d0d557cd091ec,后期加速上升型,3,4,4,5,7
4d174876f451a8,稳定缓升型,2,6,1,8,3
4d2e4767b64058,降压主导型,1,3,2,7,4
4d33eb2a515346,涨幅微弱型,5,2,7,2,1
4d4ae941028765,渐进上升型,4,1,3,6,5
4d653ab4772b0c,后期加速上升型,3,4,4,5,7
4d6996f6fad3ae,涨幅微弱型,5,2,7,2,1
4d77592e255fef,先降后升型,3,4,4,5,7
4d9db36dfc0f87,涨幅微弱型,5,2,7,5,7
4da951fdd6b297,快速稳定型,2,6,6,1,6
4db002daf878d4,稳定缓升型,4,1,3,6,5
4dc6a2af9503a8,后期加速上升型,3,4,4,3,9
4dc7aa0e9900fa,涨幅微弱型,5,2,7,2,1
4e00a5452ea1bd,快速稳定型,2,6,6,1,6
4e03ec4247522f,渐进上升型,3,4,6,3,9
4e0729e2f2848b,稳定缓升型,2,1,6,1,6
4e28d0f19bf47b,涨幅微弱型,5,2,7,2,2
4e2d6b07ce4673,降压主导型,1,3,2,7,4
4e31fb8f5db60d,涨幅微弱型,5,2,7,2,2
4e399f812c7649,快速稳定型,2,6,1,8,3
4e3ef8d9132c4a,先降后升型,5,2,7,5,7
4e42ed3eb29717,涨幅微弱型,5,2,7,5,7
4e4c46304ee3a4,涨幅微弱型,1,3,2,7,4
4e5b2c24cfda01,快速稳定型,3,4,4,3,2
4e69c0a87e6b17,涨幅微弱型,5,2,7,2,1
4ea274c3b8dfe2,降压主导型,1,3,2,7,4
4eaec4c491a7f9,涨幅微弱型,5,2,7,2,1
4eb5eeb6fbabf8,后期加速上升型,3,4,4,5,7
4ed0c2fb5c6a15,复杂波动或待判型,2,6,1,8,3
4ee09bf021be22,降压主导型,1,3,2,7,4
4ee3ba262c361d,后期加速上升型,4,5,5,4,8
4f03a971ee9611,渐进上升型,4,1,6,1,6
4f25e315ee9927,冲高回落型,1,3,2,7,4
