platform,source_well,stage,neighbor,feature_key,pressure_curves,pressure_sample_ids,sample_scope,sgy_group,status,theta_deg,line_length_m,development_km_km2,area_m2,full_window_area_m2,coverage_fraction,theta_pair_deg,theta_sd_deg,edge_count,east,north,md_top,md_bottom,well_azimuth_deg,assumed_hf_azimuth_deg,geometry_status,stage_source,trajectory_source,horizon_source,seismic_source,branch_count,branch_max_m,branch_mean_m,usable_for_exploratory_model
泸203H11,泸203H11-3,16,泸203H11-6,泸203H11|3|16|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4644.0,4711.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,16,泸203H11-7,泸203H11|3|16|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4644.0,4711.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,16,泸203H11-8,泸203H11|3|16|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4644.0,4711.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,17,泸203H11-1,泸203H11|3|17|泸203H11|1,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4577.0,4644.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,17,泸203H11-2,泸203H11|3|17|泸203H11|2,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4577.0,4644.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,17,泸203H11-4,泸203H11|3|17|泸203H11|4,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4577.0,4644.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,17,泸203H11-5,泸203H11|3|17|泸203H11|5,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4577.0,4644.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,17,泸203H11-6,泸203H11|3|17|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4577.0,4644.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,17,泸203H11-7,泸203H11|3|17|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4577.0,4644.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,17,泸203H11-8,泸203H11|3|17|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4577.0,4644.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,18,泸203H11-1,泸203H11|3|18|泸203H11|1,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4510.0,4577.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,18,泸203H11-2,泸203H11|3|18|泸203H11|2,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4510.0,4577.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,18,泸203H11-4,泸203H11|3|18|泸203H11|4,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4510.0,4577.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,18,泸203H11-5,泸203H11|3|18|泸203H11|5,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4510.0,4577.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,18,泸203H11-6,泸203H11|3|18|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4510.0,4577.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,18,泸203H11-7,泸203H11|3|18|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4510.0,4577.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,18,泸203H11-8,泸203H11|3|18|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4510.0,4577.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,19,泸203H11-1,泸203H11|3|19|泸203H11|1,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4443.0,4510.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,19,泸203H11-2,泸203H11|3|19|泸203H11|2,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4443.0,4510.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,19,泸203H11-4,泸203H11|3|19|泸203H11|4,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4443.0,4510.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,19,泸203H11-5,泸203H11|3|19|泸203H11|5,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4443.0,4510.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,19,泸203H11-6,泸203H11|3|19|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4443.0,4510.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,19,泸203H11-7,泸203H11|3|19|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4443.0,4510.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,19,泸203H11-8,泸203H11|3|19|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4443.0,4510.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,2,泸203H11-1,泸203H11|3|2|泸203H11|1,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,5607.0,5680.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,2,泸203H11-2,泸203H11|3|2|泸203H11|2,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,5607.0,5680.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,2,泸203H11-4,泸203H11|3|2|泸203H11|4,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,5607.0,5680.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,2,泸203H11-5,泸203H11|3|2|泸203H11|5,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,5607.0,5680.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,2,泸203H11-6,泸203H11|3|2|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,5607.0,5680.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,2,泸203H11-7,泸203H11|3|2|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,5607.0,5680.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,2,泸203H11-8,泸203H11|3|2|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,5607.0,5680.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,20,泸203H11-1,泸203H11|3|20|泸203H11|1,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4376.0,4443.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,20,泸203H11-2,泸203H11|3|20|泸203H11|2,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4376.0,4443.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,20,泸203H11-4,泸203H11|3|20|泸203H11|4,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4376.0,4443.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,20,泸203H11-5,泸203H11|3|20|泸203H11|5,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4376.0,4443.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,20,泸203H11-6,泸203H11|3|20|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4376.0,4443.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,20,泸203H11-7,泸203H11|3|20|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4376.0,4443.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,20,泸203H11-8,泸203H11|3|20|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4376.0,4443.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,21,泸203H11-1,泸203H11|3|21|泸203H11|1,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4309.0,4376.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,21,泸203H11-2,泸203H11|3|21|泸203H11|2,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4309.0,4376.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,21,泸203H11-4,泸203H11|3|21|泸203H11|4,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4309.0,4376.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,21,泸203H11-5,泸203H11|3|21|泸203H11|5,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4309.0,4376.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,21,泸203H11-6,泸203H11|3|21|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4309.0,4376.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,21,泸203H11-7,泸203H11|3|21|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4309.0,4376.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,21,泸203H11-8,泸203H11|3|21|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4309.0,4376.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,22,泸203H11-1,泸203H11|3|22|泸203H11|1,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4243.0,4309.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,22,泸203H11-2,泸203H11|3|22|泸203H11|2,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4243.0,4309.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,22,泸203H11-4,泸203H11|3|22|泸203H11|4,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4243.0,4309.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,22,泸203H11-5,泸203H11|3|22|泸203H11|5,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4243.0,4309.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,22,泸203H11-6,泸203H11|3|22|泸203H11|6,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4243.0,4309.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,22,泸203H11-7,泸203H11|3|22|泸203H11|7,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4243.0,4309.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
泸203H11,泸203H11-3,22,泸203H11-8,泸203H11|3|22|泸203H11|8,0,,设计候选井对,泸203H6_8_9_10_11_泸208H1_2,缺目标层位或时深转换；缺井口绝对坐标；邻井缺井口坐标,,,,,,,,,,,,4243.0,4309.0,,,缺井口绝对坐标,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3井射孔位置.xlsx,E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 地质工程因素\泸203H11-3 井斜数据.xlsx,,,,,,False
