sample_id,platform_id,source_well,stage_id,monitor_platform,monitor_well,cluster,morphology_type,Balanced_feature_KMeans__2,Balanced_feature_KMeans__3,Balanced_feature_KMeans__4,Balanced_feature_KMeans__5,Balanced_feature_KMeans__6,Balanced_feature_Ward__2,Balanced_feature_Ward__3,Balanced_feature_Ward__4,Balanced_feature_Ward__5,Balanced_feature_Ward__6,Shape_KMeans__2,Shape_KMeans__3,Shape_KMeans__4,Shape_KMeans__5,Shape_KMeans__6,Hybrid_DTW_medoid__2,Hybrid_DTW_medoid__3,Hybrid_DTW_medoid__4,Hybrid_DTW_medoid__5,Hybrid_DTW_medoid__6
3216d10ede359c,阳101H26,,,阳101H26,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
3251d8f5a9765e,泸203H64,1,2,泸203H64,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
326966502c8184,泸208H2,8,15,泸208H2,9,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
328191ae892bbd,阳101H32,2,9,阳101H32,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
328b01bed37cea,阳101H51,4,5,阳101H51,3,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,3,3,5,2,2,3,4,2,6
32a40a728546c5,泸206H8,4,21,泸206H8,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
32a535815baf5a,阳101H31,5,20,阳101H31,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
32ab562d7bc224,泸208H2,9,6,泸208H2,10,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
32c6847c913d28,泸203H76,3,16,泸203H76,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
32d3ccc3b7473b,泸203H64,3,5,泸203H64,4,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
32d692fff9b47d,泸208H2,9,20,泸208H2,10,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
330e4d1fb7f9b0,阳101H32,4,6,阳101H32,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
3332f98ca27cf4,阳101H2,6,8,阳101H2,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
3333868133f742,泸206H8,4,4,泸206H8,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
333c369ad02ddb,泸203H64,1,5,泸203H64,4,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,1,1,2,1,3,2
334816ca95a240,泸206H8,3,19,泸206H8,8,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,2,6
334b333cede204,阳101H2,4,3,阳101H32,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
33772d4b4dec7d,泸201H5,3,12,泸201H5,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,1,1,2,1,3,2
338003a0efb054,阳101H31,,,阳101H31,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3387a25bf398fb,阳101H31,2,3,阳101H31,1,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
33cbfa73aab135,泸208H2,6,7,泸208H2,8,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
33ccfcbccded0b,泸203H9,2,29,泸203H9,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,2,1,5
33f18f83bc6b03,泸203H64,5,11,泸203H64,1,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,2,6
3432d5e826086f,阳101H31,2,1,阳101H31,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
34368fd7f03a49,阳101H35,1,9,阳101H35,4,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,1,6
34466b5a5677d2,泸203H64,1,10,泸203H64,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
3448a58788d554,泸208H1,5,4,泸208H1,6,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
345297a63aae53,阳101H32,2,16,阳101H32,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
345e5c9bef3db5,阳101H51,1,9,阳101H51,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
3461245a6c4bad,泸201H5,4,20,泸201H5,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
34852d4aa223b4,阳101H32,2,19,阳101H32,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
3489eeaa3ac558,阳101H31,5,10,阳101H31,7,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
34a213582ab672,泸208H2,8,8,泸208H2,10,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
34c00e3297b31e,阳101H35,2,10,阳101H35,3,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
34c4fa2cd34d23,泸206H8,2,21,泸206H8,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
34cfe03c8b1af4,阳101H2,,,阳101H2,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
34d3c5d0130a83,阳101H2,,,阳101H2,5,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
34e45e1aa83b48,泸206H8,5,3,泸206H8,2,4,降压主导型,2,3,3,4,4,2,3,3,3,3,2,2,1,3,1,1,2,1,3,2
34ef30eacb9f7c,阳101H35,2,4,阳101H35,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
34fe8a559bb221,泸203H64,4,15,泸203H64,2,1,低幅波动型,2,3,1,2,4,2,3,3,3,3,2,2,1,2,1,1,2,1,5,3
35147c7e8efac0,阳101H34,3,4,阳101H34,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
354576fb2c9383,阳101H34,4,7,阳101H34,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3547163fb41b3f,泸201H5,3,14,泸201H5,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,4,4,5,2,3,2,1,4
3547db0223e168,阳101H26,,,阳101H26,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
355195f51ed14c,泸203H64,5,5,泸203H64,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
3571be42766879,泸201H5,4,26,泸201H5,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
35781634743c6e,阳101H2,5,14,阳101H2,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
35ad885ffa8f52,阳101H2,4,13,阳101H2,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
35d0fa91c5ecf9,阳101H2,4,20,阳101H2,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
35ef4f554f4c2a,泸203H76,1,22,泸203H76,2,1,低幅波动型,2,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
35f5122a23322d,泸203H64,4,10,泸203H64,5,1,低幅波动型,2,1,1,2,2,2,2,2,2,2,2,3,3,2,4,1,1,3,4,1
36062e8d085b3d,阳101H32,4,6,阳101H32,7,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
36276dc927c6e1,泸208H2,2,13,泸208H2,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3634f8de1ab85c,泸201H5,3,15,泸201H5,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
36366860bbacdb,阳101H31,3,2,阳101H31,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
3643cf7d78a7b6,阳101H51,1,6,阳101H51,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3643f93ca5b24c,阳101H51,4,1,阳101H51,1,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
36525a655fb92c,泸203H64,5,2,泸203H58,6,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3655696090d350,阳101H26,,,阳101H26,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,2,1,2,1,1,1,3,5,3
367e9f180ec69a,阳101H32,4,8,阳101H32,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
368512d2ec5854,阳101H26,,,阳101H26,2,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,2,1,2,1,1,2,1,5,3
369c145d6e4209,阳101H2,2,11,阳101H2,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
36d3979007f01a,阳101H31,1,11,阳101H31,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
36d55f755b0bb3,阳101H2,,,阳101H2,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
36eb8e400103b1,阳101H31,3,6,阳101H31,7,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,3,1,2,1,3,2
36f6287eaa4813,阳101H34,2,20,阳101H34,3,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
370a2437c226b1,阳101H2,2,21,阳101H2,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
3723616cca9449,阳101H51,2,5,阳101H51,1,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3727a7dfde75ab,泸208H1,6,2,泸208H1,5,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
37485de2cdaa5d,泸203H66,1,8,泸203H66,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3766de9c454d31,泸201H5,4,5,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,5,2,2,1,4,4,1
376aff7c3f1864,阳101H31,4,22,阳101H31,6,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
376b2f33776044,阳101H75,6,6,阳101H75,5,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
378d4da8a29692,阳101H2,2,8,阳101H32,6,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
3790e075859faa,阳101H35,1,21,阳101H35,4,1,低幅波动型,2,1,1,2,2,1,1,1,1,1,1,3,3,2,4,1,1,3,4,1
379b4a60562602,阳101H32,4,22,阳101H32,5,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
37df52d96fa2d6,阳101H26,,,阳101H26,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
37df8b844430bb,泸203H9,3,6,泸203H9,1,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
37e8e43eb8d1b3,阳101H32,2,13,阳101H32,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
37efa2f701c0c4,阳101H51,3,14,阳101H51,5,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
37feb22c34f013,泸201H5,4,15,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,2,1,2,1,1,1,3,5,3
381004f88d0840,泸203H64,3,3,泸203H64,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
383caff6a8103a,阳101H26,,,阳101H26,3,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,1,1,2,1,3,2
3861c707c87620,阳101H2,6,21,阳101H2,1,1,低幅波动型,2,1,1,5,2,1,1,1,1,1,2,3,3,2,4,1,1,3,4,1
3865210cd19dad,阳101H2,4,16,阳101H2,1,1,低幅波动型,2,1,1,5,1,1,1,1,1,1,1,3,3,5,4,2,1,4,2,6
386719f4ad0628,泸201H5,1,13,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
38734833a5302a,阳101H32,2,11,阳101H32,7,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
38ad4d2824440f,阳101H32,2,20,阳101H32,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
38b001527c47aa,阳101H31,,,阳101H31,2,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
38ccd050f26afb,阳101H2,4,3,阳101H32,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
38d9212455fa69,泸201H5,4,24,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
39107df6e4db8c,阳101H31,3,3,阳101H31,7,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
3932a075d5be51,阳101H35,,,阳101H35,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
393b351440627c,阳101H2,,,阳101H2,5,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
394eccc7d0bc49,阳101H32,6,9,阳101H32,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
3957398b6f0551,阳101H2,5,20,阳101H2,4,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3958c00a53f7a0,泸208H2,7,5,泸208H2,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
39760b896ec8c7,泸201H5,3,10,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
397d42dcdd100b,阳101H26,,,阳101H26,1,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
398db991466ef4,阳101H37,,,阳101H37,2,2,早期上升趋缓型,1,2,2,1,6,1,1,4,5,5,1,1,2,5,2,2,3,2,1,5
39bdb0bf67004f,阳101H35,3,7,阳101H35,1,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,3,1,2,1,3,2
39c6f4cf109f55,阳101H25,1,23,阳101H25,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,3,3,5,2,2,3,4,2,6
39da2daccfe400,阳101H33,4,8,阳101H33,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,6
39e8aae61ee6d9,阳101H35,2,7,阳101H35,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
39fe9fa7599220,阳101H35,2,15,阳101H35,4,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,1,6
39ff1920c4ed3c,泸201H5,1,19,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
3a25803391681e,阳101H2,4,3,阳101H32,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
3a2f396959e72f,阳101H34,2,23,阳101H34,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,1,6,2,3,4,1,5
3a51488c24abde,阳101H51,4,8,阳101H51,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3a5f8f19ea399f,阳101H32,6,12,阳101H32,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
3a68f96fbfc864,阳101H31,1,4,阳101H31,3,4,降压主导型,2,3,3,4,3,2,2,2,2,6,1,3,3,2,4,1,1,3,4,1
3aa43d2f98776c,阳101H2,2,10,阳101H2,4,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,3,3,2,1,1,2,1,5,3
3aa6d77e508697,泸203H64,1,11,泸203H64,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
3ab9a7416dc187,阳101H26,,,阳101H26,4,2,早期上升趋缓型,1,1,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3abcf3767d6a78,阳101H2,2,22,阳101H2,1,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3ac4ffb8a75a7c,阳101H26,,,阳101H26,1,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3acaea1e80e7bf,泸208H1,5,9,泸208H1,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3adcae36af1955,阳101H2,2,15,阳101H2,8,3,迟缓响应持续上升型,2,1,4,5,1,1,1,1,1,1,1,3,3,5,2,2,3,4,2,6
3ae99e5c7bb419,阳101H35,3,8,阳101H35,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
3b0e5e1a21a443,泸201H5,3,13,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
3b178ac817d6f1,阳101H31,,,阳101H31,1,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3b18df97cfbc77,泸203H11,6,5,泸203H11,7,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
3b1e8a86bb8a60,阳101H35,3,17,阳101H35,1,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,3,1,2,1,3,2
3b3d7ad126d45e,阳101H31,3,8,阳101H31,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
3b424fecc72b4e,阳101H32,4,5,阳101H32,5,2,早期上升趋缓型,1,1,2,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3b4e8d305da8a3,阳101H31,1,16,阳101H31,3,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3b5039c9797bcf,泸201H5,4,14,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
3b516ecffebbb8,阳101H31,7,27,阳101H31,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3b6e4647481522,阳101H51,6,1,阳101H51,5,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
3ba56a9b75e7cc,泸203H64,5,3,泸203H64,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,5,5,1,1,2,1,2,2,3,2,1,5
3bdce133f83913,泸208H2,8,4,泸208H2,7,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
3bee2037a116d0,阳101H33,2,2,阳101H33,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
3c524d22353020,阳101H35,2,18,阳101H35,4,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3c7f5bad275db1,泸206H10,3,12,泸206H10,4,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
3c856183ce410b,阳101H2,4,3,阳101H32,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3cbb7f8c4970c1,阳101H34,3,15,阳101H34,4,2,早期上升趋缓型,1,3,2,3,3,2,2,2,2,6,1,1,2,5,2,2,3,2,1,4
3cc201da65a9c7,泸203H66,,,泸203H66,2,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,3,3,5,2,2,3,4,2,6
3cc652bcf5c4af,阳101H31,2,2,阳101H31,3,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,3,3,5,2,2,3,4,2,6
3cefaf4873f89e,阳101H26,,,阳101H26,4,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,3,3,2,1,1,2,1,5,3
3d0b2e52e7b954,阳101H2,2,22,阳101H2,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3d0c11cbf54c37,泸203H76,1,21,泸203H76,3,4,降压主导型,2,3,3,4,4,2,2,2,2,6,2,2,1,3,3,1,2,1,3,2
3d33db1ab61050,阳101H34,2,22,阳101H34,1,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,1,5
3d3a8a325ab09a,阳101H26,,,阳101H26,4,2,早期上升趋缓型,1,2,2,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3d491a7248842a,泸206H8,5,11,泸206H8,7,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3d87616650f5ff,阳101H31,7,20,阳101H31,6,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
3d89f75850d4c6,阳101H75,6,11,阳101H75,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
3d8a43f8864b02,阳101H35,1,20,阳101H35,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3d928b1536eda0,阳101H2,5,23,阳101H2,8,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
3daea777d1d5ee,阳101H2,2,6,阳101H2,6,1,低幅波动型,2,1,1,2,4,2,2,2,2,2,2,2,1,3,1,1,2,1,5,3
3db2beeed2d287,阳101H31,1,17,阳101H31,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
3e1fb34aa91a4e,阳101H51,1,4,阳101H51,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
3e29f2fc09b0a7,泸203H76,3,15,泸203H76,2,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3e5c70f85fa081,泸201H5,2,22,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
3e6b1aab5291f8,泸206H8,5,5,泸206H8,7,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
3e8b04d83f6c19,阳101H2,4,15,阳101H2,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
3e93fc4eebd6ee,泸206H8,5,3,泸206H8,8,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
3eb41ba1a46128,阳101H2,2,15,阳101H2,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
3eb85a30eaa507,阳101H32,6,5,阳101H32,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
3ebb362c161a5a,阳101H2,4,3,阳101H32,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
3f193f9fd04070,泸201H5,3,5,泸201H5,4,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
3f1a8984219799,阳101H2,,,阳101H2,2,1,低幅波动型,2,1,1,2,2,2,2,2,2,2,2,3,3,2,4,1,1,3,4,1
3f3a91e8d82ef8,阳101H2,6,4,阳101H2,3,1,低幅波动型,1,1,1,5,2,1,1,1,1,1,1,1,2,5,2,2,3,4,2,1
3f46d384a23340,阳101H34,3,21,阳101H34,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
3f58f5e1f0185a,泸203H66,1,18,泸203H66,4,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
3f730dd8f7cc17,阳101H31,,,阳101H31,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
3fea614fceb3f6,阳101H35,1,9,阳101H35,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
3feab41693bf09,阳101H33,2,7,阳101H33,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,2,2,3,2,1,5
3ff8edcd4fe764,泸208H2,7,3,泸208H2,8,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
40085c484995d4,阳101H75,5,6,阳101H75,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
40097c2fc7a30e,阳101H26,,,阳101H26,4,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,1,1,2,1,3,2
40306b69ad92a0,阳101H33,2,6,阳101H33,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
403100c565e2d5,泸208H2,6,8,泸208H2,7,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,3,3,5,4,2,3,2,1,4
4038e0c81ed159,泸206H10,3,12,泸206H10,2,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
