file,sheet,nrows,ncols,status,reason
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工报表.xlsx,分数据,388.0,9.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工报表.xlsx,秒数据,15999.0,9.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工报表.xlsx,曲线,0.0,0.0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,阶段数据,89.0,26.0,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,分数据,389.0,10.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,秒数据,15377.0,10.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,曲线,0.0,0.0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第12段压裂施工曲分秒点.xlsx,分数据,423.0,10.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第12段压裂施工曲分秒点.xlsx,秒数据,15201.0,10.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工分秒点.xlsx,分数据,416.0,9.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工分秒点.xlsx,秒数据,13745.0,9.0,未提取压力通道,0个通道
