file,sheet,column,platform,source,stage,monitor,monitor_platform,mapping,header,unit,channel_id,status,reason,alternate_record_flag,sample_id,final_sample_id,final_cluster
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-2段压裂施工-5井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,2.0,5,阳101H2,V1_validated_parser_fallback,5井套压A(MPa),MPa_context_assumed,2179cc07d754d6,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,f3d67bb77f3ccf,f3d67bb77f3ccf,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-2段压裂施工-6井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,2.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,1caf51369d8db5,参与形态聚类候选,observed_file_window,False,31dddced0c4992,31dddced0c4992,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-2段压裂施工-6井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,2.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,1883512ad353c8,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,31dddced0c4992,31dddced0c4992,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-3段压裂施工-2井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,3.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,3d5a7b4a2f4b26,参与形态聚类候选,observed_file_window,False,6caa1ec9e92488,6caa1ec9e92488,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-3段压裂施工-2井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,3.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,1ea9e69579eb12,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,6caa1ec9e92488,6caa1ec9e92488,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-3段压裂施工-5井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,3.0,5,阳101H2,V1_validated_parser_fallback,5井套压A(MPa),MPa_context_assumed,3f98d6939889c0,参与形态聚类候选,observed_file_window,False,ce9d0f37339c74,ce9d0f37339c74,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-3段压裂施工-5井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,3.0,5,阳101H2,V1_validated_parser_fallback,5井套压A(MPa),MPa_context_assumed,015380ea9d1929,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,ce9d0f37339c74,ce9d0f37339c74,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-3段压裂施工-6井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,3.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,eb6a362f3fcbc3,参与形态聚类候选,observed_file_window,False,74efc10be832ef,74efc10be832ef,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-3段压裂施工-6井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,3.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,22a61d1f839d2e,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,74efc10be832ef,74efc10be832ef,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-4段压裂施工-2井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,4.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,acb9e800325205,参与形态聚类候选,observed_file_window,False,1775c867d60695,1775c867d60695,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-4段压裂施工-2井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,4.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,26bde8d3f66944,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,1775c867d60695,1775c867d60695,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-4段压裂施工-5井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,4.0,5,阳101H2,V1_validated_parser_fallback,5井套压A(MPa),MPa_context_assumed,6995512ae740f0,参与形态聚类候选,observed_file_window,False,d621eb4b0f77fb,d621eb4b0f77fb,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-4段压裂施工-5井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,4.0,5,阳101H2,V1_validated_parser_fallback,5井套压A(MPa),MPa_context_assumed,2dc7e5c3f0c472,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,d621eb4b0f77fb,d621eb4b0f77fb,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-5段压裂施工-2井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,5.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,f19067cd78b671,参与形态聚类候选,observed_file_window,False,7a9f22b719b3a0,7a9f22b719b3a0,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-5段压裂施工-2井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,5.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,cf01a6ea3aea94,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,7a9f22b719b3a0,7a9f22b719b3a0,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-5段压裂施工-6井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,5.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,9cdf49042db851,参与形态聚类候选,observed_file_window,False,ad6b47f82740f6,ad6b47f82740f6,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-6段压裂施工-2井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,6.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,00d9b13f570016,参与形态聚类候选,observed_file_window,False,9dbbef41722220,9dbbef41722220,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-6段压裂施工-2井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,6.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,5066825265d12c,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,9dbbef41722220,9dbbef41722220,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-6段压裂施工-5井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,6.0,5,阳101H2,V1_validated_parser_fallback,5井套压A(MPa),MPa_context_assumed,f26f1ffaf68e8f,参与形态聚类候选,observed_file_window,False,4e5b2c24cfda01,4e5b2c24cfda01,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-6段压裂施工-5井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,6.0,5,阳101H2,V1_validated_parser_fallback,5井套压A(MPa),MPa_context_assumed,57ec026e7b41a0,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,4e5b2c24cfda01,4e5b2c24cfda01,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-8段压裂施工-2井秒点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,8.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,49668d7353577a,参与形态聚类候选,observed_file_window,False,0ede52b71e7c4e,0ede52b71e7c4e,1.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-8段压裂施工-2井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,8.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,e8c8dea36fe765,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,0ede52b71e7c4e,0ede52b71e7c4e,1.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-4-8段压裂施工-6井分点压力监测.xls,导出数据,legacy_0,阳101H2,4.0,8.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,238148082036a5,参与形态聚类候选,observed_file_window,False,4bc04bade68f4f,4bc04bade68f4f,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-23段压裂施工-6井秒点压力监测.xls,导出数据,legacy_0,阳101H2,5.0,23.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,040cb90176407a,参与形态聚类候选,observed_file_window,False,4ca6da4047a6dd,4ca6da4047a6dd,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-23段压裂施工-6井分点压力监测.xls,导出数据,legacy_0,阳101H2,5.0,23.0,6,阳101H2,V1_validated_parser_fallback,6井套压A(MPa),MPa_context_assumed,2efdf3828829d6,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,4ca6da4047a6dd,4ca6da4047a6dd,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-4段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,5.0,4.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,0c41749bcedcb2,参与形态聚类候选,observed_file_window,False,0ebccc0e3cb0a6,0ebccc0e3cb0a6,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-4段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,5.0,4.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,3e27c8c0570f3d,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,0ebccc0e3cb0a6,0ebccc0e3cb0a6,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-8段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,5.0,8.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,c3409388a226c9,参与形态聚类候选,observed_file_window,False,c4f5905d29c21e,c4f5905d29c21e,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-8段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,5.0,8.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,ccb60c62f623d0,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,c4f5905d29c21e,c4f5905d29c21e,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-10段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,10.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,177a378774cfc3,参与形态聚类候选,observed_file_window,False,6ddaa87692f26a,6ddaa87692f26a,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-10段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,10.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,d2292357b6555c,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,6ddaa87692f26a,6ddaa87692f26a,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-11段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,11.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,844b16921dfe08,参与形态聚类候选,observed_file_window,False,2f34562203057e,2f34562203057e,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-11段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,11.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,a3184352db9472,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,2f34562203057e,2f34562203057e,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-12段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,12.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,3488517b985275,参与形态聚类候选,observed_file_window,False,f4140a25faf382,f4140a25faf382,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-12段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,12.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,ecf997fa1917d5,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,f4140a25faf382,f4140a25faf382,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-13段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,13.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,abae821756b274,参与形态聚类候选,observed_file_window,False,618fe381047920,618fe381047920,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-13段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,13.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,d496d9c1c56c50,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,618fe381047920,618fe381047920,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-14段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,14.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,3c5cc1b3155d19,参与形态聚类候选,observed_file_window,False,df4fb418fdbac7,df4fb418fdbac7,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-15段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,15.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,9acf2b0782902e,参与形态聚类候选,observed_file_window,False,f5bfd14c5d308a,f5bfd14c5d308a,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-15段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,15.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,e288947841efcf,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,f5bfd14c5d308a,f5bfd14c5d308a,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-18段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,18.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,3ad6db8601cdd4,参与形态聚类候选,observed_file_window,False,e174b903c658b3,e174b903c658b3,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-18段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,18.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,4f0293a3ef5f34,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,e174b903c658b3,e174b903c658b3,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-19段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,19.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,9a9746f17be1c5,参与形态聚类候选,observed_file_window,True,549fca221baa2f,549fca221baa2f,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-19段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,19.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,475d60af12a82d,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,True,549fca221baa2f,549fca221baa2f,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测12.06.xlsx,1,13,阳101H2,6.0,19.0,4,阳101H2,header,4井,MPa_context_assumed,ea8f0f16be5e3c,参与形态聚类候选,observed_file_window,True,84ba72f3d589cd,84ba72f3d589cd,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-20段压裂施工-4井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,20.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,7a46c9c08b908f,参与形态聚类候选,observed_file_window,True,f622c632561908,f622c632561908,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-20段压裂施工-4井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,20.0,4,阳101H2,V1_validated_parser_fallback,4井套压A(MPa),MPa_context_assumed,0ff69f1104e97c,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,True,f622c632561908,f622c632561908,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测  邻井叠合图12.07(2).xlsx,1,13,阳101H2,6.0,20.0,4,阳101H2,header,4井,MPa_context_assumed,511b00cfb7a702,参与形态聚类候选,observed_file_window,True,c341401ae9a58a,c341401ae9a58a,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测12.07(3).xlsx,1,13,阳101H2,6.0,20.0,4,阳101H2,header,4井,MPa_context_assumed,ae0220b854686e,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,True,c341401ae9a58a,c341401ae9a58a,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-9段压裂施工-2井秒点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,9.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,1a26a2c12917d5,参与形态聚类候选,observed_file_window,False,bde761fb405783,bde761fb405783,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-9段压裂施工-2井分点压力监测.xls,导出数据,legacy_0,阳101H2,6.0,9.0,2,阳101H2,V1_validated_parser_fallback,2井套压B(MPa),MPa_context_assumed,de4416f99212a5,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,bde761fb405783,bde761fb405783,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表.xlsx,Sheet1,1,阳101H2,,,8,阳101H2,header,8井套压,MPa_context_assumed,16a167c09cd419,参与形态聚类候选,observed_file_window,False,bd9c01c4889227,bd9c01c4889227,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井11段.xlsx,Sheet1,1,阳101H2,2.0,11.0,8,阳101H2,header,8井套压,MPa_context_assumed,132a15bd35e5b8,参与形态聚类候选,observed_file_window,False,b531c7345b9412,b531c7345b9412,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井12段.xlsx,Sheet1,1,阳101H2,2.0,12.0,8,阳101H2,header,8井套压,MPa_context_assumed,7121e941614638,参与形态聚类候选,observed_file_window,False,b2c623265a1bde,b2c623265a1bde,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井13段.xlsx,Sheet1,1,阳101H2,2.0,13.0,8,阳101H2,header,8井套压,MPa_context_assumed,10a4133271c154,参与形态聚类候选,observed_file_window,False,6959718d2ce203,6959718d2ce203,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井15段.xlsx,Sheet1,1,阳101H2,2.0,15.0,8,阳101H2,header,8井套压,MPa_context_assumed,ec03fa54fe8425,参与形态聚类候选,observed_file_window,False,3adcae36af1955,3adcae36af1955,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井16段.xlsx,Sheet1,1,阳101H2,2.0,16.0,8,阳101H2,header,8井套压,MPa_context_assumed,5cc8232d86c647,参与形态聚类候选,observed_file_window,False,86175bac75de2a,86175bac75de2a,4.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井19段.xlsx,Sheet1,1,阳101H2,2.0,19.0,8,阳101H2,header,8井套压,MPa_context_assumed,b371ad40f5fd57,参与形态聚类候选,observed_file_window,False,54b335d2671ba9,54b335d2671ba9,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井21段.xlsx,Sheet1,1,阳101H2,2.0,21.0,8,阳101H2,header,8井套压,MPa_context_assumed,adae28e5fc8716,参与形态聚类候选,observed_file_window,False,6686f97688e290,6686f97688e290,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井22段.xlsx,Sheet1,1,阳101H2,2.0,22.0,8,阳101H2,header,8井套压,MPa_context_assumed,25d2d2bc684dbc,参与形态聚类候选,observed_file_window,False,32005902d30853,32005902d30853,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表5井23段.xlsx,Sheet1,1,阳101H2,5.0,23.0,8,阳101H2,header,8井套压,MPa_context_assumed,b8571bb91113a2,参与形态聚类候选,observed_file_window,False,3d928b1536eda0,3d928b1536eda0,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井1段.xlsx,Sheet1,1,阳101H2,322.0,1.0,8,阳101H2,header,8井套压,MPa_context_assumed,c92793bab43c6c,参与形态聚类候选,observed_file_window,False,71b9d58ef84b90,71b9d58ef84b90,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井2段.xlsx,Sheet1,1,阳101H2,322.0,2.0,8,阳101H2,header,8井套压,MPa_context_assumed,5e64f7d8629b16,参与形态聚类候选,observed_file_window,False,f91e94284677f8,f91e94284677f8,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井3段.xlsx,Sheet1,1,阳101H2,322.0,3.0,8,阳101H2,header,8井套压,MPa_context_assumed,b6635042ecc729,参与形态聚类候选,observed_file_window,False,49f6dbf680372a,49f6dbf680372a,2.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井4段.xlsx,Sheet1,1,阳101H2,322.0,4.0,8,阳101H2,header,8井套压,MPa_context_assumed,ed9a516a4ee8c1,参与形态聚类候选,observed_file_window,False,d37ab3242f2999,d37ab3242f2999,4.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井6段.xlsx,Sheet1,1,阳101H2,322.0,6.0,8,阳101H2,header,8井套压,MPa_context_assumed,13fcf56497233a,参与形态聚类候选,observed_file_window,False,c0af9bef8fc56b,c0af9bef8fc56b,1.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井8段.xlsx,Sheet1,1,阳101H2,322.0,8.0,8,阳101H2,header,8井套压,MPa_context_assumed,abb826fbf4af49,参与形态聚类候选,observed_file_window,False,73a6e90444e232,73a6e90444e232,1.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井16段.xlsx,Sheet1,1,阳101H2,324.0,16.0,8,阳101H2,header,8井套压,MPa_context_assumed,f1f35b7a4ddded,参与形态聚类候选,observed_file_window,False,beb0ca161005ea,beb0ca161005ea,4.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井19段.xlsx,Sheet1,1,阳101H2,324.0,19.0,8,阳101H2,header,8井套压,MPa_context_assumed,fc2599243a95d7,参与形态聚类候选,observed_file_window,False,01ccc50dfae259,01ccc50dfae259,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井20段.xlsx,Sheet1,1,阳101H2,324.0,20.0,8,阳101H2,header,8井套压,MPa_context_assumed,29ea1b569b17c6,参与形态聚类候选,observed_file_window,False,dc90407098f9c2,dc90407098f9c2,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井21段.xlsx,Sheet1,1,阳101H2,324.0,21.0,8,阳101H2,header,8井套压,MPa_context_assumed,328b29a97c5843,参与形态聚类候选,observed_file_window,False,b0da5527b7cb05,b0da5527b7cb05,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 6井20段.xlsx,Sheet1,1,阳101H2,326.0,20.0,8,阳101H2,header,8井套压,MPa_context_assumed,5f7625c89964f4,参与形态聚类候选,observed_file_window,False,84b58785444edf,84b58785444edf,3.0
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 6井21段、5井15段.xlsx,Sheet1,1,阳101H2,326.0,21.0,8,阳101H2,header,8井套压,MPa_context_assumed,80a8c7d7afe396,参与形态聚类候选,observed_file_window,False,97c2d15a4fc389,97c2d15a4fc389,4.0
