file,channel_count,final_status,related_unique_samples,reason
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-14段压裂施工-1、2、4井分点压力监测.xls,3,已用于形态聚类或重复合并,2,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-14段压裂施工-1、2、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,2,施工井自身压力: 源井与监测井相同；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-15段压裂施工-2井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-15段压裂施工-2井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-16段压裂施工-2、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-16段压裂施工-2、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-17段压裂施工-1、2、3、4井分点压力监测.xls,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-17段压裂施工-1、2、3、4井秒点压力监测.xls,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-17段压裂施工-2、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-17段压裂施工-2、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-18段压裂施工-1、2、3、4井分点压力监测.xls,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-18段压裂施工-1、2、3、4井秒点压力监测.xls,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-18段压裂施工-2、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-18段压裂施工-2、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-19段压裂施工-2、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-19段压裂施工-邻井待核实秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-20段压裂施工-2、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-20段压裂施工-2、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-5段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-2、3井秒点压力监测-2.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-2、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-4井压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-2、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-2井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井分点压力监测-2.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井秒点压力监测-2.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井秒点压力监测-3.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-3井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-3井秒点压力监测-2.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-3井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-12段压裂施工-邻井待核实分点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-15段压裂施工-邻井待核实分点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-1、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-1井秒点压力监测-2.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-1井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-3井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井分点压力监测.xlsx,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井秒点压力监测.xlsx,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-18段压裂施工-1、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-18段压裂施工-邻井待核实秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-19段压裂施工-邻井待核实分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-19段压裂施工-邻井待核实秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-22段压裂施工-1、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-22段压裂施工-1、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-23段压裂施工-1、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-23段压裂施工-1、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-24段压裂施工-1、3井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-24段压裂施工-1、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-1、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实秒点压力监测-2.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实综合压力监测-2.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实综合压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-11段压裂施工-1、2、4井压力监测.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock；参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-11段压裂施工-1、2井分点压力监测.xlsx,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-12段压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-12段压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-13段压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-13段压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-15段压裂施工-2井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-15段压裂施工-2井分点压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-15段压裂施工-2井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-17段压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-17段压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-18段压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-18段压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-19段压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-19段压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-20段压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-20段压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-25段压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-25段压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-9段压裂施工-4井压力上升图.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-9段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-段号待核实压裂施工-1、2井分点压力监测.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-段号待核实压裂施工-1、2井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-段号待核实压裂施工-2井套压监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-段号待核实压裂施工-3井分点压力监测.xls,1,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-井号待核实-7段压裂施工-邻井待核实分点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H6\泸203H6 邻井压力监测\泸203H6-1-10段压裂施工-井秒点压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H6\泸203H6 邻井压力监测\泸203H6-1-11段压裂施工-井秒点压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H6\泸203H6 邻井压力监测\泸203H6-1-8段压裂施工-2井秒点压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H6\泸203H6 邻井压力监测\泸203H6-1-9段压裂施工-2、3、4井秒点压力监测.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-10段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-10段压裂施工-2井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-11段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-11段压裂施工-2、3井秒点压力监测.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-12段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-12段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-13段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-13段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-15段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-16段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-16段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-18段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-18段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-19段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-19段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-20段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-20段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-21段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-21段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-22段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-22段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-23段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-23段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-2段压裂施工-2井压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-5段压裂施工-2、3、4井分点压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-5段压裂施工-2、3、4井压力监测.xls,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸203H76\泸203H76 邻井压力监测\泸203H76平台-1井-5段压裂施工-2、3、4井秒点压力监测.xls,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
