sample_id,computed_pump_relative_delay_min,date_and_baseline_supported_delay,caution
3a5f8f19ea399f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3a68f96fbfc864,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3aa43d2f98776c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3aa6d77e508697,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3ab9a7416dc187,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3abcf3767d6a78,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3ac4ffb8a75a7c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3acaea1e80e7bf,2.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3adcae36af1955,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3ae99e5c7bb419,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b0e5e1a21a443,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b178ac817d6f1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b18df97cfbc77,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b1e8a86bb8a60,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b3d7ad126d45e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b424fecc72b4e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b4e8d305da8a3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b5039c9797bcf,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b516ecffebbb8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3b6e4647481522,66.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3ba56a9b75e7cc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3bdce133f83913,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3bee2037a116d0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3c524d22353020,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3c7f5bad275db1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3c856183ce410b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3cbb7f8c4970c1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3cc201da65a9c7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3cc652bcf5c4af,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3cefaf4873f89e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d0b2e52e7b954,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d0c11cbf54c37,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d33db1ab61050,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d3a8a325ab09a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d491a7248842a,96.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d87616650f5ff,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d89f75850d4c6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d8a43f8864b02,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3d928b1536eda0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3daea777d1d5ee,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3db2beeed2d287,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3e1fb34aa91a4e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3e29f2fc09b0a7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3e5c70f85fa081,136.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3e6b1aab5291f8,4.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3e8b04d83f6c19,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3e93fc4eebd6ee,20.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3eb41ba1a46128,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3eb85a30eaa507,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3ebb362c161a5a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3f193f9fd04070,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3f1a8984219799,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3f3a91e8d82ef8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3f46d384a23340,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3f58f5e1f0185a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3f730dd8f7cc17,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3fea614fceb3f6,26.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3feab41693bf09,22.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
3ff8edcd4fe764,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40085c484995d4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40097c2fc7a30e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40306b69ad92a0,38.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
403100c565e2d5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4038e0c81ed159,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40571daf7514c8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4065ac9744f0f2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4066f4fa56bb78,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
406d09ac022641,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
407e233ec9ab7a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40950e2c560337,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40987312f782b2,82.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40a6ad54b533a0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40c96d8fa1a4f0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40ce93577695eb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
40edf094e9afae,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
412b3dd53d5a5e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4133e5ffc20b3c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
415b90b7f7dde0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
415ef1d4af0117,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4167d471bb9ece,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
41774b2542263e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4192501b6a7f1b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
41997f2cb0f44d,116.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
41aa346b9a1c50,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
41dacfc12b3b34,12.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
41f13828806f3c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4203ec0a8ef59e,188.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
420d63789cadff,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
42149c422846bd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
424214c7f7d605,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
424701276b77e4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
425ccf061b0b82,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4274db635d3067,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
427c6d882be0d4,50.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
42840c4d4accc2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4287f18cd3936d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
42ed9937c45a84,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
43313c5d383c1d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4350fa8ebd8b21,21.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
43694d136d750f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
436d9ccf950cf7,69.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
437ce3818c71b2,4.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4399c5bac367ec,11.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
43a188055ebaa4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
43b3812d10b5d9,100.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
43be489b98a6d5,231.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
43d1aabd0cfd37,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
43ebbbadd2f73b,111.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4419c63964c15c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
444c2d53436059,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
444d5d1259bca2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4455da6ac8f069,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44708cb31b52ff,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44754145b644f6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
448645fa04a2e3,100.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44b8e1a1b0f03e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44beaf82320181,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44c57297836ba5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44cb8328e65581,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44db62b5714126,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
44fa59338dda84,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4504c38be125f3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4523def2616b83,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
453b4b3c1da95f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
453df0d91b6456,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
453f399df82ddc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45515238b8292a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
456d3cd79dfaa0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4584963975611d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
458b97da85e8c5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
458cba35d01815,5.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4599832292995c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45a0d21604d5df,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45caa9f963a664,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45d1e787889bdd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45d8ee941388f7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45dd2de67edce5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45f5077701b03a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
45fb20fcb8887c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4600a49e6fc6db,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4603885dd27596,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
461605d379cd23,45.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4631b145530760,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4650ab430399fe,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
466a7e6ba86a5d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
466aba89b68ff4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
46a656398e8198,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
46a8b9726e00b2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
46b08860fa7b4e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
46c6293b5c6d82,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
46d68350c5b0d6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
46f9c5c6b10789,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
46fc4c1f905276,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
471b6a4ada2923,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
47278024ed081f,25.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
472b9c36d68c62,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
472fa4f7c7e35a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4739e684861ce2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4762ff6c68f76c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4779a893fed0ed,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
477e0c311a5d26,7.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
478b02f4d0ef8a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
47bf973a93e986,69.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
47cd4741a3b375,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
47de5060f86379,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
47e88900427264,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
47fab25f488178,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4806e8f85ae9da,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
480b6b035df8b5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
48122bc79bc841,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
481abd45fbb6e9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4826f867967b99,120.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4829766de59363,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
482bfc279a7cce,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
487524a08a9709,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
48787d3e379b35,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4882a814449645,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
48a6c3981a6853,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
48ec4487eabd44,48.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
48fb18f7deb1a5,6.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
490ba78f484bd8,110.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
49111a216d79c2,3.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
49296c1bccb738,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
492bd946a159b1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
493165f436e777,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4933bfcd27e8d9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
493ae76710867e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
494784e6d3e0b7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4978fa9c55f6b9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
49826c0c1be83f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
49cb30f7213982,35.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
49e27c1230a828,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
49f44136800860,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
49f6dbf680372a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4a45b854e90155,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4a46ec6115d48e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4a57e38b2be911,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4a620aa02416fa,11.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4a628621f690dc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4a88cb1457025e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ab3b22f1fce58,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ac9c72b3446ed,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4add6127a73f9f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ae367e596b0a6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ae4fb614dc242,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ae982342c42a0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4aef725b676b4d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4af7e143ab0055,4.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4b12b84f1d7be3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4b45586405f03c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4b4e091a606301,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4b8fcd45d21991,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4bb0a1760e5611,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4bc04bade68f4f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4bcc85fd501732,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4bd702071e8892,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4bdf87159a63cb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4c256282b2a506,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4c286394433479,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4c3a8ffba737d0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4c42f0fcc6f7a0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4c4e8a3e79088a,21.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4c64939859d8ca,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4c85b715e20c68,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ca4c15d9c8953,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ca6da4047a6dd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ccf5aa55da573,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ce61856ead5b8,71.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4cf7738d4e7e48,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d0d557cd091ec,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d174876f451a8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d2e4767b64058,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d33eb2a515346,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d4ae941028765,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d653ab4772b0c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d6996f6fad3ae,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d77592e255fef,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4d9db36dfc0f87,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4da951fdd6b297,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4db002daf878d4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4dc6a2af9503a8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4dc7aa0e9900fa,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e00a5452ea1bd,8.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e03ec4247522f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e0729e2f2848b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e28d0f19bf47b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e2d6b07ce4673,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e31fb8f5db60d,230.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e399f812c7649,8.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e3ef8d9132c4a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e42ed3eb29717,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e4c46304ee3a4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e5b2c24cfda01,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4e69c0a87e6b17,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ea274c3b8dfe2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4eaec4c491a7f9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4eb5eeb6fbabf8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ed0c2fb5c6a15,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ee09bf021be22,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ee3ba262c361d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f03a971ee9611,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f25e315ee9927,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f2b16758e2b6d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f38a76424e4dd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f3db73ea6af05,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f3ec435fe0e22,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f5a61c9c64927,14.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f5d5a4d06a674,135.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4f6c0355a9f1cd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4fe8da9e08ad85,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
4ffc44f1c5661f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
501f214dcb8984,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5025e28cc550e0,16.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5029f762ff2367,185.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
50420278ae7472,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
504c43ef80725d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
50500ad58f8118,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
50630fca270754,43.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
507731e2b8632f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
507b6e97b30f9d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
50c44f0dc217b7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
50f0f5eaee31bf,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5107e63b933958,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
510babe55781f4,99.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5117fdf5e3bc89,38.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
511bab1f318293,16.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5136970d12e8d3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5138d2a66cd18a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
513faab44f3335,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
514a39087f897a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5179a57eb0bd01,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5186a090a78d17,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5186b2f7e14163,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
521abc1ea74834,1.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
521f045e719130,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
52291f7f657b3b,80.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5233a755278ab9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5237c4a67882e5,21.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
523b13fe7ee8c8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
526bef71ea11f8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
526c1032d4eae0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
52730f2760943f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5280e76d495a8a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5288ef95efe2f2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
5297b89fde6593,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
