sample_id,platform_id,source_well,stage_id,monitor_platform,monitor_well,stage_group,pair_id,well_identity_known,event_identity_known,window_basis,construction_coverage,pump_file,file,sheet,column,platform,source,stage,monitor,mapping,header,unit,channel_id,alternate_record_flag,rawhash,alias_count,conflict_count,matrix_row,fragment_only,fragment_discarded_points,native_n,native_dt_s,duration_min,max_gap_s,baseline_mpa,baseline_method,baseline_noise_mpa,pressure_peak_mpa,amplitude_range_mpa,rise_peak_mpa,drop_min_mpa,end_dp_mpa,initial_relative_rise_mpa,initial_relative_drop_mpa,initial_10pct_dp_mpa,early_25pct_dp_mpa,middle_50pct_dp_mpa,late_75pct_dp_mpa,tail_90pct_dp_mpa,initial_rate_mpa_min,early_rate_mpa_min,middle_rate_mpa_min,tail_rate_mpa_min,max_rate_mpa_min,min_rate_mpa_min,max_acceleration_mpa_min2,min_acceleration_mpa_min2,early_to_late_acceleration_mpa_min2,observed_onset_min,true_pump_response_delay_min,onset_reference,onset_censored,onset_fraction,peak_time_fraction,trough_time_fraction,area_mean_mpa,recovery_fraction,early_slope_shape,middle_slope_shape,late_slope_shape,early_late_slope_change_shape,acceleration_p95_shape,acceleration_p05_shape,dip_fraction,end_peak_ratio,native_rate_timescale_min,acceleration_timescale_min,low_resolution,max_native_jump_mpa,operational_flag,nonstationary_baseline,t0_observed_s,t1_observed_s,shape_level_10,shape_level_25,shape_level_50,shape_level_75,shape_level_90,shape_end,included,duplicate_sample_of
444c2d53436059,泸206H8,5,4,泸206H8,3,泸206H8|5|4|20277,泸206H8|5|泸206H8|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-4 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_0,泸206H8,5,4,3,V1_validated_parser_fallback,3井套压(MPa),MPa_context_assumed,37c3b3e33c45f0,False,3fb0e837fe096b6250bc52d478e795d9f767ccca0dab9f7fd8d87bf4da17c711,1,0,1731,False,0,8891,1.0,148.71666666666667,33.0,53.76,pre_pump_last180s,0.010483565137869667,53.81,0.05334382284383672,0.02412587412602818,-0.04023310023294613,-0.028787878787731813,0.01965034965035528,-0.04470862470861903,0.009916083916084518,0.014831002331005648,0.001037296037296223,-0.02460372960372935,-0.03956876456876443,0.0001835761568838986,0.0002059690901800707,-0.0004301181961777421,-0.00111601494759536,0.007393939393948297,-0.007599067599060661,0.007812354312365598,-0.006610722610719222,-1.185237285913196e-05,,,observed_window_only,True,1.0,0.11447811447811448,0.8888888888888888,-0.0027084481134354564,0.26456876456879996,0.15315518263973088,-0.319828722041166,-0.829850114782783,-0.983005297422514,863.9154106574899,-731.0350901446653,0.22354312354309513,-0.12261072261008366,0.5,5.5,False,0.060000000000002274,False,False,1751961806.0,1751970729.0,0.0932867132873625,0.11786130536196812,0.04889277389342102,-0.07931235431170684,-0.15413752913688225,-0.1234265734268547,True,
2370eab4e3d5de,泸206H8,5,4,泸206H8,1,泸206H8|5|4|20277,泸206H8|5|泸206H8|1,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-4 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_1,泸206H8,5,4,1,V1_validated_parser_fallback,1井套压(MPa),MPa_context_assumed,3ae901ac838d81,False,4fbbd680ad0a98a3dd372b6a0d405d7a76fe4c10c5e6004408f21b546f187fc7,1,0,1732,False,0,8924,1.0,148.71666666666667,1.0,52.13,pre_pump_last180s,0.020967130275739335,52.17,0.0539067599067678,0.0037062937063154777,-0.06776223776223134,-0.06347319347305103,0.03967365967353942,-0.031794871795007396,-0.007666666666666096,0.010454545454550157,-0.021048951048946676,0.010850815850815869,0.006981351981355722,-0.0007639361009719446,0.0003685437369663416,0.00015401362477089695,-0.00017111878164644806,0.012238927738927426,-0.012990675990672428,0.010430069930070828,-0.012388111888116527,-4.8383953254536785e-06,,,observed_window_only,True,1.0,0.0,0.98989898989899,-0.03464171713065155,0.3358974358968325,0.2740429804125555,0.11452196448589279,-0.12724107405260465,-0.40128405446516013,1153.3908712462141,-1369.9174846887413,0.15897435897503698,-0.3358974358968325,0.5,5.5,False,0.0799999999999983,False,False,1751961806.0,1751970729.0,-0.2367016317010276,-0.1460955710949463,-0.30361305361243046,-0.14411421911361774,-0.16346153846091846,-0.34650349650377166,True,
ca9edab03e4e03,泸206H8,5,4,泸206H8,8,泸206H8|5|4|20277,泸206H8|5|泸206H8|8,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-4 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_3,泸206H8,5,4,8,V1_validated_parser_fallback,8井套压(MPa),MPa_context_assumed,a31a2cb93e58d0,False,61fe8bd991a6df0b3f05e896457ddc4ccea01acc6fd6d00b17094aec66d0b2ce,1,0,1733,False,0,8908,1.0,148.71666666666667,6.0,32.93,pre_pump_last180s,0.010483565137877116,34.15,1.149929137529215,1.1990442890443873,-0.10799533799524852,0.4452214452215415,1.0646386946387025,-0.2424009324009333,0.3528228438228524,0.27085664335664816,0.5528904428904473,-0.2407284382284391,0.22223776223776992,0.03399879171625917,0.0028998212787689904,0.002055459246254941,0.01207253893569608,0.05112470862471098,-0.08020629370629385,0.01674592074591952,-0.026786713286707807,8.223886725923649e-05,3.0,3.0,pump,False,0.020172587694721505,0.6531986531986532,0.7508417508417509,0.5453853834164052,0.5767406192038783,0.37502463450417495,0.2658259866595022,1.5613029447865914,1.1862783102824164,322.0751651644625,-515.1902506245732,0.21079640865676808,0.3644938785937963,0.5,5.5,False,0.04999999999999716,False,False,1751961806.0,1751970729.0,0.4125135105112941,0.34123416138346857,0.5864960565118836,-0.10364984484695004,0.2989542681864471,0.4938583425430044,True,
bfd72e46afeae4,泸206H8,5,4,泸206H8,7,泸206H8|5|4|20277,泸206H8|5|泸206H8|7,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-4 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_4,泸206H8,5,4,7,V1_validated_parser_fallback,7井套压(MPa),MPa_context_assumed,8057e1c8833bbd,False,4ea34949143a447cb6bdc24a7399738a3988a861fad9291618774a3cb1b3705c,1,0,1734,False,0,8909,1.0,148.71666666666667,6.0,36.02,pre_pump_last180s,0.010483565137869667,36.16,0.20053496503496537,0.11722610722620175,-0.1025174825173849,0.11502097902096864,0.09277389277389148,-0.12696969696969518,0.00549650349650576,-0.052849650349644506,-0.08491841491841254,0.009224941724944782,0.06566200466200485,0.0010582387579066695,-0.0009553409132346086,0.0013688252614427712,0.0022623548097222656,0.008462703962698366,-0.0062540792540787035,0.006561771561767655,-0.006491841491833838,2.8848555176123497e-05,137.0,137.0,pump,False,0.9212148380589488,0.9797979797979798,0.4511784511784512,0.00481312926688327,0.01003500583478325,-0.7084805192040597,1.0151203811036316,1.6777616115999159,2.386242130803976,723.6861907668176,-715.973726921638,0.6331549061658982,0.5744055944054338,0.5,5.5,False,0.04999999999999716,False,False,1751961806.0,1751970729.0,0.14864668514907947,-0.1423058369508795,-0.3022219122506484,0.1672391447123727,0.4486716765764278,0.5718968493363653,True,
2b9d7114626960,泸206H8,5,4,泸206H8,6,泸206H8|5|4|20277,泸206H8|5|泸206H8|6,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-4 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_5,泸206H8,5,4,6,V1_validated_parser_fallback,6井套压(MPa),MPa_context_assumed,019ccf376726a6,False,1809236ea24534705ccfba5cf1497fc1ac1af8802fafd8aabb8590ef83085afc,1,0,1735,False,0,8908,1.0,148.71666666666667,6.0,39.29,pre_pump_last180s,0.010483565137877116,39.48,0.1330566433567249,0.15764568764579678,9.32400933493227e-05,0.0851934731934918,0.14899766899766576,-0.008554778554781706,0.006179487179483807,0.11763986013986028,0.11699300699300245,0.12373543123542766,0.11548018648018396,0.0014098959994418437,0.003034978298136607,-7.659154351681006e-06,-0.0018832084937355454,0.014059440559443458,-0.013347319347314724,0.009579254079246972,-0.01160722610721443,-4.4094468603583124e-05,32.5,32.5,pump,False,0.21853636669281631,0.7946127946127947,0.03367003367003367,0.09300938330983842,0.36226107226152493,2.256759279522745,-0.005695219523337467,-1.4003224491335224,-3.657081728656268,1059.3049023091726,-1283.5646090879989,0.04277389277390853,0.4042890442890368,0.5,5.5,False,0.07000000000000028,False,False,1751961806.0,1751970729.0,0.05245920745965197,0.6097610722615343,0.6065268065272452,0.6402389277393712,0.5989627039631527,0.41153846153832774,True,
f37fb1e4a5218b,泸206H8,5,4,泸206H8,4,泸206H8|5|4|20277,泸206H8|5|泸206H8|4,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-4 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_6,泸206H8,5,4,4,V1_validated_parser_fallback,4井套压(MPa),MPa_context_assumed,8172595ff9f367,False,34034491e9a600d16de397fd61cf72b4bd2327bfe8180803b638409dd6804b25,1,0,1736,False,0,8892,1.0,148.71666666666667,33.0,58.36,pre_pump_last180s,0.010483565137869667,58.39,0.34591491841492256,-0.0027972027971969737,-0.4008391608389914,-0.39323543123544624,0.027459207459045842,-0.3705827505827486,-0.04515850815851508,-0.13689976689977001,-0.241258741258747,-0.3420571095571088,-0.36520745920746334,-0.0050992685475376035,-0.004160634244843944,-0.002843318222033603,-0.000728953171060249,0.0046939393939329135,-0.010539627039627675,0.008599067599065776,-0.007437062937069782,3.076706106720784e-05,,,observed_window_only,True,1.0,0.0,0.9225589225589226,-0.25019459415386763,0.9808971656130111,-1.7887509996610844,-1.222406972763824,-0.31339349644973297,1.4753575032113515,549.7957214780389,-475.50101636694757,1.0713118482454034,-1.9521911421912463,0.5,5.5,False,0.05000000000000426,False,False,1751961806.0,1751970729.0,-0.20992941255703945,-0.4751427753158319,-0.7768324938083981,-1.0682289122116506,-1.1351538941015207,-1.1104634512038767,True,
44beaf82320181,泸206H8,5,4,泸206H8,2,泸206H8|5|4|20277,泸206H8|5|泸206H8|2,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-4 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_7,泸206H8,5,4,2,V1_validated_parser_fallback,2井套压(MPa),MPa_context_assumed,6ed7e8bb7b753e,False,6406d1c2998e15fd80bdc2eaad66e3f474f66445b79ff8ed4ca4e96e4c38a6a8,1,0,1737,False,0,8892,1.0,148.71666666666667,33.0,53.33,pre_pump_last180s,0.010483565137869667,53.41,0.13902214452215134,0.06599067599083241,-0.08780885780871017,-0.07356643356628467,0.07093240093240638,-0.0828671328671362,0.0018671328671324124,0.0596736596736669,0.0009906759906783663,-0.05302447552447194,-0.06642890442890062,0.0022208566368792167,0.0025073242546936087,-0.0010692252302991192,-0.0006668815300408036,0.011212121212116333,-0.013296037296031215,0.010193473193468338,-0.008818181818185522,-2.8458642023843212e-05,,,observed_window_only,True,1.0,0.17845117845117844,0.6666666666666666,-0.02293217261262612,0.6977855477855854,1.864404527052589,-0.79505806082992,-0.49588199104617414,-2.3602865180987633,1127.2272387879893,-975.1430698236419,0.41433566433568103,-0.2800699300691889,0.5,5.5,False,0.04999999999999716,False,False,1751961806.0,1751970729.0,0.07238927739002668,0.3614219114226991,0.06800699300775645,-0.20206876456799505,-0.26909090909013844,-0.20489510489504426,True,
f97d0bee15aeac,泸206H8,5,5,泸206H8,3,泸206H8|5|5|20278,泸206H8|5|泸206H8|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-5 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_0,泸206H8,5,5,3,V1_validated_parser_fallback,3井套压(MPa),MPa_context_assumed,ad5773cd778bf4,False,c4ed606ca80c97a3a68d639ecc4d19b63c3dc0d006e2f05f13e52c16d4ffd9f6,1,0,1738,False,0,8788,1.0,146.45,1.0,54.16,pre_pump_last180s,0.010483565137877116,54.2,0.2020885780885848,0.016153846153869722,-0.253076923076776,-0.2253613053611474,0.03864801864789058,-0.23058275058275512,-0.04728671328671225,-0.09482517482517494,-0.13111888111887282,-0.17960372960372695,-0.21731468531468467,-0.005309696606687879,-0.00335419446652288,-0.0007693998496346586,0.00046832348202028944,0.013692307692301118,-0.014666666666667537,0.012657342657345791,-0.010825174825174599,3.480157458557569e-05,,,observed_window_only,True,1.0,0.0,0.9383561643835616,-0.15758093050669578,0.8970562770561895,-2.430725102172526,-0.5575703933628722,0.33938570200541945,2.7701108041779454,1343.32012520791,-1148.872681669219,1.14099843130016,-1.2075757575750856,0.5,5.5,False,0.060000000000002274,False,False,1752048733.0,1752057520.0,-0.4252329980615414,-0.6604687644175419,-0.8400618252276816,-1.0799806219426595,-1.2665866937337493,-0.8637076681739839,True,
a24964589238d7,泸206H8,5,5,泸206H8,1,泸206H8|5|5|20278,泸206H8|5|泸206H8|1,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-5 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_1,泸206H8,5,5,1,V1_validated_parser_fallback,1井套压(MPa),MPa_context_assumed,6b5ea451786f87,False,744c80ccfd4320b46bf123fad3705820f3d3b8016e3e15bfec365f642d5aed49,1,0,1739,False,0,8788,1.0,146.45,1.0,51.72,pre_pump_last180s,0.010483565137869667,51.74,0.07848951048951847,-0.0031468531468377137,-0.1234965034963551,-0.10459207459193465,0.008554778554646703,-0.11179487179487069,-0.02658741258741204,-0.04482517482517778,-0.07230769230768885,-0.07393939393939775,-0.08128671328671264,-0.0019085075102830962,-0.0013518349847110051,-0.000409679529053391,-5.586396819448121e-05,0.008503496503493567,-0.008484848484842189,0.008312354312351998,-0.008699300699309732,1.1798985014376001e-05,,,observed_window_only,True,1.0,0.0,0.8082191780821918,-0.06938890175475607,0.5072261072254847,-0.9898811675546333,-0.2999878351493455,-0.04090639071040886,0.9489747768442245,891.4003556524323,-932.8957171338355,0.5589743589743534,-0.5072261072254847,0.5,5.5,False,0.060000000000002274,False,False,1752048733.0,1752057520.0,-0.17571095571029371,-0.2668997668991224,-0.4043123543116778,-0.41247086247022224,-0.44920745920679667,-0.5349650349652535,True,
e9e203f1f5d1f9,泸206H8,5,5,泸206H8,8,泸206H8|5|5|20278,泸206H8|5|泸206H8|8,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-5 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_3,泸206H8,5,5,8,V1_validated_parser_fallback,8井套压(MPa),MPa_context_assumed,1dcbe466a28825,False,05b6641c7b5f0c1ecafde562a4f6cddae96d13519e54ea0223fc377f4a691538,1,0,1740,False,0,8784,1.0,146.45,5.0,32.97,pre_pump_last180s,0.010483565137877116,34.1,1.1548391608391653,1.1051981351982363,-0.1283449883448995,0.4374125874126804,1.1556876456876495,-0.0778554778554863,0.1597016317016284,1.08794871794872,0.36221445221444526,0.3129137529137509,-0.010769230769233341,0.005986314760510465,0.03517306220867909,0.0049981764854564025,0.011185558659530137,0.05282051282051156,-0.11458275058274835,0.0218368298368304,-0.021305361305364555,-0.00021839083691042638,14.5,14.5,pump,False,0.09900990099009901,0.6815068493150684,0.8835616438356164,0.42019822671931467,0.5413556567584433,4.460443614258806,0.6338397338060425,1.4184876312107764,-3.0419559830480294,405.55227263002826,-395.68187146017596,0.06741672822985369,0.3856315676603454,0.5,5.5,False,0.03999999999999915,False,False,1752048733.0,1752057520.0,0.07876453799363269,0.8825536003359417,0.2541247330580784,0.21143420006223687,-0.0688498383208914,0.5228227828171655,True,
3e6b1aab5291f8,泸206H8,5,5,泸206H8,7,泸206H8|5|5|20278,泸206H8|5|泸206H8|7,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-5 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_4,泸206H8,5,5,7,V1_validated_parser_fallback,7井套压(MPa),MPa_context_assumed,1a739f070600b1,False,09a9465788325810d56b495aaefe27c03647248509fb0ac239a78a8f462fc641,1,0,1741,False,0,8784,1.0,146.45,5.0,36.04,pre_pump_last180s,0.010483565137877116,36.49,0.33026573426573974,0.4340326340327323,-0.14307692307690445,0.37937062937073307,0.3345454545454558,-0.24256410256418093,0.223995337995342,0.16389277389278334,0.13682983682984684,0.32251748251749035,0.27826573426573875,0.027547583302869293,0.0029746372102544207,0.0021143257933865047,-0.0014924407691543442,0.03089510489510017,-0.01811188811189197,0.008181818181819256,-0.01609324009320687,-4.066988031782192e-05,4.0,4.0,pump,False,0.02731307613519973,0.702054794520548,0.0,0.3214796413329328,0.09471685919700472,1.319045769038931,0.937557185972879,-0.6617942098310104,-1.9808399788699413,531.3308826332445,-1045.1021121629249,0.734451314192371,0.9052831408029953,0.5,5.5,False,0.05000000000000426,False,False,1752048733.0,1752057520.0,1.4126789192853957,1.2306964794898139,1.148753564270032,1.710990655261236,1.5770023432429339,1.5975692385871696,True,
6465e838960552,泸206H8,5,5,泸206H8,6,泸206H8|5|5|20278,泸206H8|5|泸206H8|6,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-5 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_5,泸206H8,5,5,6,V1_validated_parser_fallback,6井套压(MPa),MPa_context_assumed,1712c9f6ea0d85,False,b20876c7d8c71e19eb2f6ae2029f0112360afdb7acade633a7a3a2432a7dfc9c,1,0,1742,False,0,8784,1.0,146.45,5.0,38.99,pre_pump_last180s,0.02096713027574678,39.06,0.2298694638694599,0.03475524475535252,-0.4679020979021047,-0.3339627039626052,0.027668997668996553,-0.47498834498846065,-0.004834498834500758,0.00044289044288348123,-0.08876456876457439,-0.05046620046620376,-0.05793939393939811,-0.000371186840593604,0.0003257548572625418,-0.001552667814898809,-0.00728083546713801,0.015627039627038607,-0.039529137529133604,0.017174825174831192,-0.016839160839148805,-6.925312688654196e-05,,,observed_window_only,True,1.0,0.11986301369863013,1.0,-0.05189667507854543,0.7335373771098489,0.20753865277726216,-0.9892057764621647,-4.638625488629008,-4.84616414140627,1602.469580587524,-1571.150956861013,2.066339464985227,-1.6890442890437996,0.5,5.5,False,0.11999999999999744,False,False,1752048733.0,1752057520.0,-0.006936134828264769,0.01602206583287744,-0.3720567059439503,-0.2054475023825768,-0.23795809925523617,-2.0522441032714096,True,
0cf7ceba6616af,泸206H8,5,5,泸206H8,4,泸206H8|5|5|20278,泸206H8|5|泸206H8|4,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-5 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_6,泸206H8,5,5,4,V1_validated_parser_fallback,4井套压(MPa),MPa_context_assumed,e67d717171e843,False,5e802e8c4b768cf67099da796587a9a0d7b6b24feb38bcc7c7f4c64906744cbe,1,0,1743,False,0,8788,1.0,146.45,1.0,57.12,pre_pump_last180s,0.010483565137877116,57.25,0.1172400932400876,0.11595804195803794,-0.037668997668838244,0.10004662004678977,0.11434032634028313,-0.039286713286593056,-0.016275058274936784,-0.02178088578076398,-0.01609324009311308,0.03278787878800671,0.052843822843947,-0.0014533112419615043,-0.0006222749236451988,0.0009302212041939512,0.0021867960498078228,0.009277389277386305,-0.009006993006993013,0.009011655011653373,-0.00836363636362165,2.5574789789034e-05,142.5,142.5,pump,False,0.9730283373164903,0.9931506849315068,0.2842465753424658,0.01121340250751779,0.07955710955624085,-0.45566081283919674,0.6811544767710207,1.601281407471778,2.0569422203109746,966.3919727853719,-896.899740907513,0.19643356643296528,0.4624708624715623,0.5,5.5,False,0.060000000000002274,False,False,1752048733.0,1752057520.0,-0.11104895104829637,-0.13857808857743237,-0.11013986013917787,0.13426573426642108,0.23454545454612252,0.5244755244751786,True,
1c5f600becbbd7,泸206H8,5,5,泸206H8,2,泸206H8|5|5|20278,泸206H8|5|泸206H8|2,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-5 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_7,泸206H8,5,5,2,V1_validated_parser_fallback,2井套压(MPa),MPa_context_assumed,f6a300210610fa,False,1301351354e6b5de9cd22e4f9b86ab5444e590fcc6d53e12e29bd44d5b15bdc8,1,0,1744,False,0,8788,1.0,146.45,1.0,53.03,pre_pump_last180s,0.010483565137869667,53.08,0.1034452214452159,0.03212121212136765,-0.1458275058273557,-0.07615384615370147,0.03212121212122554,-0.14582750582749782,-0.0044568764568779845,-0.034358974358966066,-0.059230769230765645,-0.07034965034964102,-0.054825174825174336,0.0011669324372393154,-0.001964078227091344,-0.0006168475835795735,0.0007189387682519814,0.01799999999999783,-0.018307692307693912,0.013062937062932175,-0.014974358974366452,2.4427149155282355e-05,,,observed_window_only,True,1.0,0.07191780821917808,0.7705479452054794,-0.04852280984052503,0.5413752913753456,-1.4381962817876366,-0.4516866430761426,0.5264429130525132,1.9646391948401498,1400.8434080414336,-1605.8204948725966,0.7291375291374891,-0.3807692307684363,0.5,5.5,False,0.03999999999999915,False,False,1752048733.0,1752057520.0,-0.022284382283608323,-0.17179487179404873,-0.29615384615304663,-0.3517482517474235,-0.27412587412509004,-0.3846153846156497,True,
1a43b90a1f92fe,泸206H8,5,6,泸206H8,3,泸206H8|5|6|20280,泸206H8|5|泸206H8|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-6 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_0,泸206H8,5,6,3,V1_validated_parser_fallback,3井套压(MPa),MPa_context_assumed,26f079c573d137,False,14d3d856fa6d409241725e6ddcf19ff8321bdb59319780c9a17f300cbe4334de,1,0,1745,False,0,8375,1.0,140.7,44.0,53.59,pre_pump_last180s,0.010483565137877116,53.67,0.18732750582750304,0.042540792540933126,-0.18090909090915375,-0.1754545454545351,0.10461538461537856,-0.11883449883470831,0.06444289044289632,0.0762237762237792,0.00292540792541021,-0.046911421911428206,-0.07280419580420275,0.0036284405250036054,0.0028299728440574603,-0.001597447299881155,-0.0024778820553485862,0.011120046620038682,-0.01325990675991875,0.011482517482507858,-0.010822843822850458,-5.02995015342909e-05,,,observed_window_only,True,1.0,0.20284697508896798,1.0,-0.06409962342784087,0.9755894012097927,1.9908858957944229,-1.1238041754663923,-1.7431900259377302,-3.7340759217321535,1136.5677125864597,-1071.2715975531041,0.5941724941735416,-0.771678321678273,0.5,5.5,False,0.07000000000000028,False,False,1752223395.0,1752231837.0,0.11743589743665693,0.17634032634107125,-0.19015151515077364,-0.4393356643349657,-0.5687995337988384,-0.7989510489513663,True,
90b1b1f4be4dfb,泸206H8,5,6,泸206H8,1,泸206H8|5|6|20280,泸206H8|5|泸206H8|1,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 压裂施工曲线\泸206H8-5-6 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,legacy_1,泸206H8,5,6,1,V1_validated_parser_fallback,1井套压(MPa),MPa_context_assumed,408e41167208cc,False,f7add223e69e473c7f0f75b6ac62f8a731e17fd6ecc7081f57d775b8a5f30e73,1,0,1746,False,0,8443,1.0,140.7,1.0,50.63,pre_pump_last180s,0.010483565137877116,50.66,0.06449883449883415,0.005990675990823036,-0.06689976689963117,-0.04641025641026175,0.0027972027972111846,-0.07009324009324303,-0.006862470862471785,-0.023991841491843854,-0.05792540792540635,-0.06349650349650031,-0.06457808857808657,-5.481874446491686e-05,-0.0007999934337967101,-0.00032832833781853835,0.00012314758793448597,0.006104895104894581,-0.006421911421915993,0.007244755244756006,-0.007266899766893787,8.748078860281413e-06,,,observed_window_only,True,1.0,0.08185053380782918,0.7402135231316725,-0.03728091974347081,0.26200466200542394,-0.5627953806759854,-0.2309789856553417,0.08663432811191087,0.6494297087878963,717.103623776299,-719.2955428315757,0.3504662004662151,-0.2512820512822955,0.5,5.5,False,0.060000000000002274,False,False,1752223395.0,1752231837.0,-0.03757575757528643,-0.12322261072214677,-0.29289044288995925,-0.32074592074542896,-0.3261538461533604,-0.28846153846188827,True,
